解説→,https://hackmd.io/OwFgxgnBBmCMsFoBMATaBWBIkEMUKgA5EAGCFAUwDYwkR0SBmdIA,,,
進捗率(完了日をカウント)→,56.27%,,,
Wikidata ID,name,,,
UI用DBカラム名,name_full,name_last,name_first,
wikdiata_concept,label,,,
wikidata,名前（フル）,名前（姓）,名前（名）,
Q57647,野田佳彦,野田,佳彦,Q57647
Q41777902,佐藤浩,佐藤,浩,Q3244916
Q41770715,木村哲也,木村,哲也,Q11518768
Q41805222,岡野純子,岡野,純子,-1
Q11470238,山田厚史,山田,厚史,Q11470238
Q1965622,薗浦健太郎,薗浦,健太郎,Q1965622
Q7046134,遠藤宣彦,遠藤,宣彦,Q7046134
Q11574554,生方幸夫,生方,幸夫,Q11574554
Q41770719,星健太郎,星,健太郎,-1
Q11562133,渡辺博道,渡辺,博道,Q11562133
Q41770721,渡部隆夫,渡部,隆夫,-1
Q41770722,石塚貞通,石塚,貞通,-1
Q11679075,齋藤健,齋藤,健,Q11679075
Q41770723,小野里定良,小野里,定良,-1
Q6381578,太田和美,太田,和美,Q11444146
Q8056290,桜田義孝,桜田,義孝,Q8056290
Q41770724,鴨志田安代,鴨志田,安代,-1
Q11446165,奥野総一郎,奥野,総一郎,Q11446165
Q16263623,秋本真利,秋本,真利,Q16263623
Q41770698,笠原正実,笠原,正実,-1
Q11633044,谷田川元,谷田川,元,Q11633044
Q926370,林幹雄,林,幹雄,Q926370
Q41770700,椎名史明,椎名,史明,-1
Q41770702,多ケ谷亮,多ケ谷,亮,-1
Q1133194,森英介,森,英介,Q1133194
Q41770703,大西航,大西,航,-1
Q11542202,樋高剛,樋高,剛,Q11542202
Q41770705,皆川眞一郎,皆川,眞一郎,-1
Q1132836,浜田靖一,浜田,靖一,Q1132836
Q18817567,斉藤和子,斉藤,和子,Q18817567
Q11549401,水野智彦,水野,智彦,Q11549401
Q41770706,宮川伸,宮川,伸,-1
Q11580448,白須賀貴樹,白須賀,貴樹,Q11580448
#REF!,#REF!,#REF!,#REF!,-1
Q41805240,松沢香,松沢,香,-1
Q41770043,原口実季,原口,実季,-1
Q806947,海江田万里,海江田,万里,Q806947
Q11470608,山田美樹,山田,美樹,Q11470608
Q41805219,犬丸光加,犬丸,光加,-1
Q1039717,又吉光雄,又吉,光雄,-1
#REF!,#REF!,#REF!,#REF!,-1
Q2394829,鳩山太郎,鳩山,太郎,-1
Q41770239,松尾明弘,松尾,明弘,-1
Q11638274,辻清人,辻,清人,Q11638274
Q41770450,香西克介,香西,克介,-1
Q1336805,松原仁,松原,仁,Q1336805
Q506730,石原宏高,石原,宏高,Q506730
#REF!,#REF!,#REF!,#REF!,-1
#REF!,#REF!,#REF!,#REF!,-1
Q41770452,青山昂平,青山,昂平,-1
Q41693822,難波美智代,難波,美智代,-1
Q11373555,井戸正枝,井戸,正枝,Q11373555
Q6782264,平将明,平,将明,Q6782264
Q6864590,福田峰之,福田,峰之,Q6864590
Q11496954,手塚仁雄,手塚,仁雄,Q11496954
#REF!,#REF!,#REF!,#REF!,-1
Q6389383,若宮健嗣,若宮,健嗣,Q6389383
Q369170,植松恵美子,植松,恵美子,Q369170
Q41770457,中岡茉妃,中岡,茉妃,-1
Q18700919,落合貴之,落合,貴之,Q18700919
Q7677226,越智隆雄,越智,隆雄,Q7677226
#REF!,#REF!,#REF!,#REF!,-1
Q41805325,荒木章博,荒木,章博,-1
Q41805175,井上郁磨,井上,郁磨,-1
Q263777,長妻昭,長妻,昭,Q263777
Q5508556,松本文明,松本,文明,Q5508556
Q41770460,長内史子,長内,史子,-1
Q11518163,木内孝胤,木内,孝胤,Q11518163
Q8055326,円より子,円,より子,Q8055326
Q41770463,吉田晴美,吉田,晴美,-1
Q992930,石原伸晃,石原,伸晃,Q992930
Q41805203,斎藤郁真,斎藤,郁真,-1
Q41770465,原純子,原,純子,-1
Q41805327,高松智之,高松,智之,-1
Q41805312,前田吉成,前田,吉成,-1
Q11619136,菅原一秀,菅原,一秀,Q11619136
Q41769890,岸良信,岸,良信,-1
Q11616618,若狭勝,若狭,勝,Q11616618
Q41769891,吉井利光,吉井,利光,-1
Q41805210,小山徹,小山,徹,-1
Q41769795,鈴木庸介,鈴木,庸介,-1
Q20040828,鈴木隼人,鈴木,隼人,Q30936582
Q41769946,小堤東,小堤,東,-1
Q41805320,宍戸千絵,宍戸,千絵,-1
Q41769947,前田順一郎,前田,順一郎,-1
Q1655220,下村博文,下村,博文,Q1655220
Q337406,太田昭宏,太田,昭宏,Q337406
Q18669603,池内沙織,池内,沙織,Q18669603
Q41805166,中村勝,中村,勝,Q11365369
Q41769948,祖父江元希,祖父江,元希,-1
Q41769950,北條智彦,北條,智彦,-1
Q730991,鴨下一郎,鴨下,一郎,Q730991
Q41769951,阿藤和之,阿藤,和之,-1
Q41693816,矢作麻子,矢作,麻子,-1
Q41769952,清井美穂,清井,美穂,-1
Q41805194,大塚紀久雄,大塚,紀久雄,-1
Q6842917,松島みどり,松島,みどり,Q6842917
Q41769955,吉田年男,吉田,年男,-1
Q11535033,柿沢未途,柿沢,未途,Q11535033
Q41770033,猪野隆,猪野,隆,-1
Q7850039,秋元司,秋元,司,Q7850039
Q11577021,田村謙治,田村,謙治,Q11577021
Q47846,菅直人,菅,直人,Q47846
Q11396609,初鹿明博,初鹿,明博,Q11396609
Q11438916,大西英男,大西,英男,Q11438916
Q41770036,新井杉生,新井,杉生,-1
Q41805275,西田主税,西田,主税,-1
Q6378065,平沢勝栄,平沢,勝栄,Q6378065
Q41805187,鴇田敦,鴇田,敦,-1
Q6782686,土屋正忠,土屋,正忠,Q6782686
Q41770041,杉下茂雄,杉下,茂雄,-1
Q11382420,佐々木里加,佐々木,里加,Q11382420
Q2576975,末松義規,末松,義規,Q2576975
Q5680924,松本洋平,松本,洋平,Q5680924
Q18818200,宮本徹,宮本,徹,Q18818200
Q41770228,鹿野晃,鹿野,晃,-1
#REF!,#REF!,#REF!,#REF!,-1
Q11518222,木原誠二,木原,誠二,Q11518222
Q4700952,長島昭久,長島,昭久,Q4700952
Q41777971,小糸健介,小糸,健介,-1
Q11462993,小田原潔,小田原,潔,Q11462993
Q6144675,天木直人,天木,直人,Q6144675
Q41770226,阿部真,阿部,真,-1
Q41805200,金ケ崎絵美,金ケ崎,絵美,-1
Q11470885,山花郁夫,山花,郁夫,Q11470885
Q614476,伊藤達也,伊藤,達也,Q614476
Q41770229,松村亮佑,松村,亮佑,-1
Q41770230,伊藤俊輔,伊藤,俊輔,Q11379856
Q11458942,小倉將信,小倉,將信,Q11458942
Q41770231,飯田美弥子,飯田,美弥子,-1
Q41805252,吉羽美華,吉羽,美華,-1
Q41770233,高橋斉久,高橋,斉久,-1
Q6426211,萩生田光一,萩生田,光一,Q6426211
Q41770235,井上宣,井上,宣,-1
Q978256,小沢鋭仁,小沢,鋭仁,Q978256
Q41770236,山下容子,山下,容子,-1
Q7497583,井上信治,井上,信治,Q7497583
Q11652221,長島一由,長島,一由,Q11652221
Q20040516,篠原豪,篠原,豪,Q20040516
Q6311513,松本純,松本,純,Q6311513
Q41770740,大貫清文,大貫,清文,-1
Q41805279,橋本久美,橋本,久美,-1
Q41770741,高橋野枝,高橋,野枝,-1
Q122465,菅義偉,菅,義偉,Q122465
Q41770742,釘丸進,釘丸,進,-1
Q11400194,勝又恒一郎,勝又,恒一郎,Q11400194
Q41770743,壱岐愛子,壱岐,愛子,-1
Q41805221,伊藤久美子,伊藤,久美子,Q11379823
Q5637084,小此木八郎,小此木,八郎,Q5637084
Q41805272,風間法子,風間,法子,-1
Q1737907,浅尾慶一郎,浅尾,慶一郎,Q1737907
Q41770746,早稲田夕季,早稲田,夕季,-1
Q11469130,山本朋広,山本,朋広,Q11469130
Q41770747,横山征吾,横山,征吾,-1
Q6746574,坂井学,坂井,学,Q6746574
Q11359720,上田勇,上田,勇,Q11359720
Q11661965,青柳陽一郎,青柳,陽一郎,Q11661965
Q41770750,串田誠一,串田,誠一,-1
#REF!,#REF!,#REF!,#REF!,-1
Q41805246,川野案,川野,案,-1
Q41770753,中谷一馬,中谷,一馬,-1
Q6383909,鈴木馨祐,鈴木,馨祐,Q6383909
Q41770754,加藤リカ,加藤,リカ,-1
Q6389323,江田憲司,江田,憲司,Q6389323
Q11357294,三谷英弘,三谷,英弘,Q11357294
Q41805226,大西恒樹,大西,恒樹,-1
Q41770755,斎藤温,斎藤,温,-1
Q5770152,笠浩史,笠,浩史,Q5770152
Q11578505,畑野君枝,畑野,君枝,Q11578505
Q41770725,市川佳子,市川,佳子,-1
Q6381615,田中和徳,田中,和徳,Q6381615
Q41770727,圷孝行,圷,孝行,-1
