asis,error,screen_name,verified,default_profile,has_extended_profile
teruhoriuchi,,teruhoriuchi,True,True,True
thinkbig_toru,,thinkbig_toru,False,True,True
tinenaganuma,,tinenaganuma,False,True,False
tmiyazawa007,,Tmiyazawa007,False,True,False
toba_megumi,,toba_megumi,False,True,True
tobitobitobi0,,tobitobitobi0,False,False,False
tohruishizaki,,TohruIshizaki,True,True,False
tokaikisaburo,,tokaikisaburo,False,True,False
tokikobayashi,,tokikobayashi,False,True,True
tokyo8staff,,tokyo8staff,False,False,True
tom_tanigawa,,Tom_Tanigawa,True,True,True
tomita_naoki,,tomita_naoki,False,False,True
tommykun01,,tommykun01,False,False,False
torukunishige,,ToruKunishige,True,True,False
toshi_yoshii777,,toshi_yoshii777,True,False,False
toyo23office,,toyo23office,False,False,False
toyota_mayuko,,toyota_mayuko,True,False,False
tsujijcp,,tsujiJCP,True,False,False
tsujikiyoto,,tsujikiyoto,False,False,False
tsujimotokiyomi,,tsujimotokiyomi,True,True,False
tsune0024,,tsune0024,False,False,False
tsushimajun,,tsushimajun,False,False,False
tsutomu_s2,,tsutomu_s2,False,False,False
tsuyako1127,,tsuyako1127,False,False,False
tsuyoshi1981y,,tsuyoshi1981y,True,True,True
ttanigawa3,,ttanigawa3,False,True,True
tujikiyoto,,tujikiyoto,True,False,True
tukinokawasator,,tukinokawasator,False,False,False
tw_matayoshi,,tw_matayoshi,False,True,True
ty_polepole,,ty_polepole,True,False,False
u_simazu,,u_simazu,True,True,False
ubukatayukio66,,ubukatayukio66,False,True,True
uchiyama_akira_,,uchiyama_akira_,True,True,False
ueno_hiroshi,,ueno_hiroshi,True,True,True
umemura_saeko,,umemura_saeko,True,False,False
umetani_m,,umetani_m,False,True,False
uranoyasuto,,uranoyasuto,True,True,True
waka929,,waka929,False,False,False
wakamiya7788,,wakamiya7788,True,True,False
wakasaminagiru,,wakasaminagiru,False,True,True
wakayasu1985,,wakayasu1985,False,True,True
wanibuchiyoko,,WanibuchiYoko,False,True,True
waseda_yuki,,waseda_yuki,True,True,True
washioeiichirou,,washioeiichirou,True,False,False
wataame_hare,,wataame_hare,False,False,False
wvzurewxzk7lisw,,wVZureWXzk7LiSw,False,True,False
xdauib5hhmwisqv,,XdauiB5HHmwisqv,False,True,True
y0shida0samu,,y0shida0samu,False,False,False
y___hasegawa,,y___hasegawa,False,True,True
y_tanahashi,,y_tanahashi,False,True,False
yagi_tetsuya,User not found.,-,-,-,-
yakou_kanji,,yakou_kanji,False,False,False
yamaatsu2311,,Yamaatsu2311,False,True,True
yamachi0102,,yamachi0102,False,False,False
yamada_miki,,yamada_miki,True,True,False
yamagiwa001,,yamagiwa001,True,True,False
yamahanaikuo,,yamahanaikuo,False,True,True
yamakawa_yuriko,,yamakawa_yuriko,False,False,False
yamamoto_taku,,yamamoto_taku,False,True,True
yamamotogiin,,yamamotogiin,True,False,True
yamamotoyuji,,yamamotoyuji,False,True,False
yamanashi_yasuo,,yamanashi_yasuo,False,False,False
yamanoikazunori,,yamanoikazunori,True,False,False
yamashita_ok,,YAMASHITA_OK,True,True,False
yamauchiko1,,yamauchiko1,False,False,False
yamazakimakoto,,yamazakimakoto,False,False,False
yamazakimaya,,YamazakiMaya,False,False,False
yanaihissho,,yanaihissho,True,True,False
yanotadasige,,yanotadasige,False,True,False
yasu_shio,,yasu_shio,True,False,False
yasuokahirotake,,yasuokahirotake,False,True,True
yasutaka_nksn,,yasutaka_nksn,False,False,True
ybhmmrq,,YbhmmrQ,False,True,False
yjochi,,yjochi,False,False,False
ymd_knj,,Ymd_Knj,True,False,False
yokomitsu_oita3,,yokomitsu_oita3,False,True,False
yokotaeiji17,,yokotaeiji17,False,True,False
yokoyamagogo,,yokoyamagogo,False,True,False
yokoyamaseigo,,yokoyamaseigo,False,True,False
yokunihideyuki,,yokunihideyuki,False,True,False
yoshiaki_harada,,yoshiaki_harada,True,False,False
yoshida_komei,,yoshida_komei,True,False,True
yoshida_toshio,,yoshida_toshio,False,True,False
yoshidaharumi,,YoshidaHarumi,True,False,False
yoshidatoyo23,,yoshidatoyo23,False,True,False
yoshiiehiroyuki,,yoshiiehiroyuki,True,True,False
yoshino_ishin,,yoshino_ishin,False,True,False
yoshio7_m,,yoshio7_m,False,True,True
yoshiokakenji,,yoshiokakenji,False,False,True
yoshiomaki758,,yoshiomaki758,True,False,False
yoshitomi_kazue,,yoshitomi_kazue,True,False,False
yoshitune1aichi,,yoshitune1aichi,False,True,False
youkosirakawa,,YoukoSirakawa,False,False,False
yousei_ide,,yousei_ide,True,False,False
ysakurada,,ysakurada,True,True,False
yuichi510510,,yuichi510510,True,False,False
yuichi_mayama,,yuichi_mayama,True,False,True
yuiwatanabe_osk,,yuiwatanabe_osk,False,False,False
yukiatkanagawa,,yukiatkanagawa,True,True,False
yukiko_nagase,,yukiko_nagase,False,False,True
yunoki_m,,yunoki_m,True,False,False
yuutakagoshima3,,yuutakagoshima3,False,True,True
yuzofurukawa,,yuzofurukawa,True,False,True
yuzuruhori_jcp,,yuzuruhori_jcp,False,False,False
ywada_hokkaido5,,ywada_hokkaido5,True,True,True
yyoko1117,,yyoko1117,False,True,False
zengakuren,,Zengakuren,False,True,False
