奈良2区,,,,松本,昌之,まつもと,まさゆき,34,希望,,新,0,比例,弁護士・東京奈良県人会理事▽東大専門職院,松本昌之,
岡山1区,,,,蜂谷,弘美,はちや,ひろみ,61,希望,,新,0,比例,〈元〉岡山県議・自民党県女性局長・内装デザイナー▽共立女大,蜂谷弘美,
岡山3区,,,,平沼,正二郎,ひらぬま,しょうじろう,37,無所,,新,0,,ＩＴ会社役員〈元〉ソニーマーケティング社員▽学習院大,平沼正二郎,
岡山5区,,,,樽井,良和,たるい,よしかず,50,希望,,元,1,比例,婚活イベント会社長〈元〉参院議員・衆院議員秘書▽同志社大中退,樽井良和,
広島3区,,,,今枝,仁,いまえだ,じん,47,維新,,新,0,比例,弁護士〈元〉広島被害者支援センター監事・東京地検検事▽上智大,今枝仁,
広島3区,,,,玉田,憲勲,たまだ,のりたか,60,無所,,新,0,,医師・医療法人理事長・介護支援専門員▽佐賀医大,玉田憲勲,
広島3区,,,,西本,昭彦,にしもと,あきひこ,72,無所,,新,0,,〈元〉農業・重工業会社員,西本昭彦,
広島4区,,,,落合,洋司,おちあい,ようじ,53,無所,,新,0,,弁護士〈元〉東京地検検事▽早大,落合洋司,
広島5区,,,,橋本,琴絵,はしもと,ことえ,28,希望,,新,0,比例,党役員▽九大,橋本琴絵,
広島6区,,,,寺田,明充,てらだ,あきみつ,66,共産,,新,0,,党地区常任委員〈元〉党地区委員長・家電販売店役員▽長崎県立国際経済大,寺田明充,
山口4区,,,,藤田,時雄,ふじた,ときお,63,希望,,新,0,比例,党幹事〈元〉芸能プロ社員▽九大,藤田時雄,
山口4区,,,,黒川,敦彦,くろかわ,あつひこ,39,無所,,新,0,,市民団体代表〈元〉農業・投資会社長・ＩＴ会社長▽阪大,黒川敦彦,
山口4区,,,,郡,昭浩,こおり,あきひろ,56,無所,,新,0,,〈元〉塾講師アルバイト▽早大,郡昭浩,
愛媛4区,,,,桜内,文城,さくらうち,ふみき,52,希望,,元,1,比例,公認会計士〈元〉参院議員・新潟大准教授・財務省職員▽東大,桜内文城,
愛媛4区,,,,西井,直人,にしい,なおひと,60,共産,,新,0,,党地区委員長〈元〉赤旗出張所長▽愛媛大,西井直人,
福岡1区,,,,石井,英俊,いしい,ひでとし,41,希望,,新,0,比例,ＮＰＯ法人理事長〈元〉経済団体職員・学習塾社員▽九大,石井英俊,
福岡11区,,,,村上,智信,むらかみ,とものぶ,48,希望,,新,0,比例,〈元〉経産省情報プロジェクト室長・東北大教授▽東大院,村上智信,
長崎2区,,,,山口,初實,やまぐち,はつみ,69,希望,,新,0,比例,〈元〉民進党長崎県副代表・県議・三菱重工社員・諫早市議▽長崎外語短大,山口初實,
宮崎3区,,,,花輪,智史,はなわ,ともふみ,51,希望,,新,0,比例,〈元〉参院議員秘書・都議・世田谷区議・東急不動産社員▽都立大,花輪智史,
鹿児島2区,,,,林,健二,はやし,けんじ,40,無所,,新,0,,宿泊施設役員〈元〉鹿児島県議・瀬戸内町議・バス会社長▽中央工学校,林健二,
鹿児島2区,,,,斎藤,佳代,さいとう,かよ,38,希望,,新,0,比例,ＪＡ職員・環境ＮＰＯ副理事長〈元〉東大院非常勤職員▽東京農工大院,斎藤佳代,
,北海道,1,8,鈴木,宗男,すずき,むねお,69,新党大地,,元,8,,党代表〈元〉自民党総務局長・北海道沖縄開発庁長官▽拓殖大,鈴木宗男,
,北海道,2,8,阿部,千里,あべ,ちさと,27,新党大地,,新,0,,〈元〉北海道アイヌ協会職員▽北大公共政策大学院,阿部千里,
,北海道,15,8,金沢,知歌子,かなざわ,ちかこ,52,自由民主党,,新,0,,新電力小売代理店副社長・法廷通訳〈元〉衆院議員秘書▽独協大,金沢知歌子,
,北海道,1,8,高橋,美穂,たかはし,みほ,52,希望の党,,元,1,北海道4区,行政書士〈元〉維新の党国会議員団副幹事長・衆院議員秘書▽北大院,高橋美穂,
,北海道,5,8,青木,和子,あおき,かずこ,47,希望の党,,新,0,,〈元〉広告会社員▽上智大,青木和子,
,北海道,1,8,野市,裕司,のいち,ひろし,53,幸福実現党,,新,0,,農業資材会社員▽札幌学院大,野市裕司,
,北海道,1,8,豊巻,絹子,とよまき,きぬこ,62,社会民主党,,新,0,,党道副代表〈元〉小学校教諭・北教組中央執行委員▽北海道教大,豊巻絹子,
,東北,1,13,高橋,克也,たかはし,かつや,32,日本のこころ,,新,0,,参院議員秘書・スポーツトレーニングジム会社長▽仙台育英高,高橋克也,
,東北,2,13,舩山,由美,ふなやま,ゆみ,49,日本共産党,,新,0,,党宮城県常任委員〈元〉仙台市議・看護師▽宮城県総合衛生学院,舩山由美,
