山崎 としひこ,やまざき 寿彦,山崎寿彦,山崎,寿彦,やまざき,としひこ,64,新,,栃木4区,党栃木県常任委員、党栃木4区国政対策委員長,,,,小選挙区
川上 ひとし,かわかみ 均,川上均,川上,均,かわかみ,ひとし,61,新,,栃木5区,党栃木県委員、党栃木5区国政対策委員長,,,,小選挙区
たなはし せつ子,店橋 世津こ,店橋子世津,店橋,子世津,たなはし,せつこ,56,新,北関東,群馬1区,党群馬1区国政対策責任者、前橋地区副委員長,,https://www.facebook.com/setuko2525,,(重複)
はせだ 直之,長谷田 なおゆき,長谷田直之,長谷田,直之,はせだ,なおゆき,61,新,,群馬2区,党群馬2区国政対策責任者、国会議員団群馬事務所長,takijidakkan,https://www.facebook.com/naoyuki.haseda,,小選挙区
渋沢 哲男,しぶさわ てつお,渋沢哲男,渋沢,哲男,しぶさわ,てつお,58,新,,群馬3区,党群馬3区国政対策責任者、東毛地区委員長,tetuosibusawa,https://www.facebook.com/tetuo.sibusawa,,小選挙区
はぎわら 貞夫,萩原 さだお,萩原貞夫,萩原,貞夫,はぎわら,さだお,68,新,,群馬4区,党群馬4区国政対策責任者,,,,小選挙区
伊藤 たつや,いとう 達也,伊藤達也,伊藤,達也,いとう,たつや,34,新,,群馬5区,党群馬5区国政対策責任者、青年学生部副部長,tatsuya_jcp,https://www.facebook.com/tatsuya.jcp.g,,小選挙区
とば めぐみ,鳥羽 恵,鳥羽恵,鳥羽,恵,とば,めぐみ,58,新,,埼玉1区,党埼玉1区国政対策委員長、さいたま地区常任委員,toba_megumi,https://www.facebook.com/megumi.toba.5,,小選挙区
平川 みちや,ひらかわ 道也,平川道也,平川,道也,ひらかわ,みちや,45,新,,埼玉2区,党南部地区常任委員,,,,小選挙区
あさか 英義,朝賀 ひでよし,朝賀英義,朝賀,英義,あさか,ひでよし,67,新,,埼玉4区,党埼玉4区国政対策委員長、西部東地区常任委員,,,,小選挙区
戸口 佐一,とぐち さいち,戸口佐一,戸口,佐一,とぐち,さいち,67,新,,埼玉6区,党埼玉6区国政対策委員長、中部地区委員,,,,小選挙区
長沼 ちね,ながぬま ちね,長沼ちね,長沼,ちね,ながぬま,ちね,67,新,,埼玉7区,党埼玉7区平和・くらし対策責任者、西部地区委員長,,,,小選挙区
つじ モトミ,辻 源巳,辻源巳,辻,源巳,つじ,モトミ,46,新,,埼玉8区,党埼玉8区くらしと平和守るプロジェクトリーダー、西南地区委員長,,,,小選挙区
神田 三春,かんだ みはる,神田三春,神田,三春,かんだ,みはる,63,新,,埼玉9区,党埼玉9区子ども・福祉・女性相談室長、西南地区常任委員,,,,小選挙区
柿沼 はるき,,柿沼 はるき,,,,,34,新,,埼玉10区,党県委員、党西部地区常任委員,,,,小選挙区
柴岡 ゆうま,しばおか 祐真,柴岡祐真,柴岡,祐真,しばおか,ゆうま,33,新,,埼玉11区,党准中央委員、北部地区委員長,shibaoka_yuma,https://www.facebook.com/shibaoka.yuma,http://www.shibaoka-yuma.jp/,小選挙区
林 ひでひろ,はやし 秀洋,林秀洋,林,秀洋,はやし,ひでひろ,43,新,,埼玉12区,党埼玉県常任委員,,,,小選挙区
苗村 京子,なえむら きょうこ,苗村京子,苗村,京子,なえむら,きょうこ,58,新,,埼玉14区,党埼玉14区政策責任者、東部南地区副委員長,,https://www.facebook.com/kyoko.nae,http://tcat.easymyweb.jp/member/mtk2-nae/,小選挙区
梅村 さえこ,うめむら 早江子,梅村早江子,梅村,早江子,うめむら,さえこ,53,現,北関東,埼玉15区,前衆議院議員、党准中央委員,umemura_saeko,https://www.facebook.com/umemurasaeko,http://www.jcp-umemura.jp/,(重複)
大野 たかし,おおの 隆,大野隆,大野,隆,おおの,たかし,48,新,,千葉1区,党千葉1区国政対策委員長、准中部地区委員,koredeiinoka,,http://korede.iinoka.net/,小選挙区
上野 ひろつぐ,うえの 洋嗣,上野洋嗣,上野,洋嗣,うえの,ひろつぐ,40,新,,千葉2区,党千葉2区国政対策委員長、県青年学生部長,,,,小選挙区
深津 としろう,ふかつ 俊郎,深津俊郎,深津,俊郎,ふかつ,としろう,69,新,,千葉4区,党千葉4区国政対策委員長、西部地区副委員長,,,,小選挙区
わたなべ 隆夫,渡部 たかお,渡部隆夫,渡部,隆夫,わたなべ,たかお,74,新,,千葉7区,党千葉7区くらし相談室長、東葛地区委員,,,,小選挙区
小野里 ていりょう,おのざと 定良,小野里定良,小野里,定良,おのざと,ていりょう,70,新,,千葉8区,党千葉8区国政対策委員長、東葛地区副委員長,,,,小選挙区
かもしだ 安代,鴨志田 やすしろ,鴨志田安代,鴨志田,安代,かもしだ,やすしろ,62,新,,千葉9区,党印旛地区委員長、千葉9区国政対策委員長,ky60954585,https://www.facebook.com/yasusiro.kamosida,http://yasusiro.at.webry.info/,小選挙区
笠原 正実,かさはら まさみ,笠原正実,笠原,正実,かさはら,まさみ,63,新,,千葉10区,党北部地区委員長、千葉県委員,,,,小選挙区
椎名 史明,しいな ふみあき,椎名史明,椎名,史明,しいな,ふみあき,60,新,,千葉11区,党東部地区委員長、千葉県委員,,https://www.facebook.com/fumiaki.shiina,,小選挙区
大西 わたる,おおにし 航,大西航,大西,航,おおにし,わたる,36,新,南関東,千葉12区,党千葉12区国政対策委員長、県常任委員,wataame_hare,http://www.facebook.com/wataame.hare,,(重複)
さいとう 和子,斉藤 かずこ,斉藤和子,斉藤,和子,さいとう,かずこ,43,現,南関東,千葉13区,前衆議院議員、党准中央委員,saitokazuko,https://www.facebook.com/saito9kazuko,http://saitokazuko.jp/,(重複)
おおぬき 清文,大貫 きよふみ,大貫清文,大貫,清文,おおぬき,きよふみ,60,新,,神奈川2区,党神奈川2区国政対策委員長、県委員,,,,小選挙区
くぎまる 進,釘丸 すすむ,釘丸進,釘丸,進,くぎまる,すすむ,44,新,,神奈川3区,党神奈川3区国政対策委員長、横浜北東地区委員長,KugimaruSusumu,https://www.facebook.com/susumu.kugimaru,,小選挙区
横山 せいご,よこやま 征吾,横山征吾,横山,征吾,よこやま,せいご,46,新,,神奈川5区,党神奈川5区国政対策委員長、横浜西南地区副委員長,,https://www.facebook.com/seigo.yokoyama.1/,http://yokoyama-seigo5.blogspot.jp/,小選挙区
加藤 リカ,かとう りか,加藤リカ,加藤,リカ,かとう,リカ,45,新,,神奈川8区,党神奈川8区子ども・子育て対策室長、横浜北東地区常任委員,,https://www.facebook.com/profile.php?id=100010277866022,http://ameblo.jp/katohrika/,小選挙区
斉藤 のどか,さいとう 温,斉藤温,斉藤,温,さいとう,のどか,26,新,,神奈川9区,党神奈川9区青年・女性部長,,,,小選挙区
はたの 君枝,畑野 きみえ,畑野君枝,畑野,君枝,はたの,きみえ,60,現,南関東,神奈川10区,前衆議院議員、党中央委員,hatanokimie,https://www.facebook.com/kimie.hatano.9,http://www.hatano-kimie.jp/,(重複)
せと 和弘,瀬戸 かずひろ,瀬戸和弘,瀬戸,和弘,せと,かずひろ,65,新,,神奈川11区,党神奈川11区国政対策委員長、三浦半島地区副委員長,,,https://kazu-seto.blogspot.jp/,小選挙区
岡崎 ゆたか,おかざき 裕,岡崎裕,岡崎,裕,おかざき,ゆたか,39,新,南関東,神奈川13区,党神奈川県青年学生対策部長・県常任委員,,https://www.facebook.com/jcp20141214okazaki/,,(重複)
中野渡 じゅん,なかのわたり 旬,中野渡旬,中野渡,旬,なかのわたり,じゅん,69,新,,神奈川14区,党神奈川14区国政対策委員長、北部地区副委員長,,,,小選挙区
池田 博英,いけだ ひろひで,池田博英,池田,博英,いけだ,ひろひで,54,新,,神奈川16区,党神奈川16区国政対策委員長、県央地区委員長,,,,小選挙区
横田 英司,よこた えいじ,横田英司,横田,英司,よこた,えいじ,59,新,,神奈川17区,党神奈川17区国政対策委員長、県委員,,https://www.facebook.com/profile.php?id=100004574320067,,小選挙区
宮内 げん,みやうち 現,宮内現,宮内,現,みやうち,げん,35,新,南関東,山梨1区,党山梨県常任委員,genmiyauchi1982,https://www.facebook.com/gen.miyauchi,,(重複)
大久保 令子,おおくぼ れいこ,大久保令子,大久保,令子,おおくぼ,れいこ,67,新,,山梨2区,党郡内東八西八地区委員長、党山梨県委員,,,,小選挙区
石沢 のりゆき,いしざわ 憲之,石沢憲之,石沢,憲之,いしざわ,のりゆき,30,新,,東京2区,党東京2区青年のはたらき方相談室長,,,,小選挙区
香西 かつ介,こうざい 克すけ,香西介克,香西,介克,こうざい,かつすけ,41,新,,東京3区,党准中央委員、品川地区委員長,kouzai2007,https://ja-jp.facebook.com/katusuke.kouzai,http://zaian7.exblog.jp/,小選挙区
青山 コウヘイ,あおやま 昂平,青山昂平,青山,昂平,あおやま,コウヘイ,26,新,,東京4区,党東京4区雇用と生活対策室長、都青年学生部員,iyaiya_55?lang=ja,https://ja-jp.facebook.com/kohei.aoyama.90,http://kouhei.jcp-ota.jp/,小選挙区
おさない 史子,長内 ふみこ,長内史子,長内,史子,おさない,ふみこ,29,新,,東京8区,党杉並地区学費・若者雇用対策室チーフ、民青同盟東京都副委員長,osanai235,https://www.facebook.com/osanai235/,,小選挙区
原 純子,はら じゅんこ,原純子,原,純子,はら,じゅんこ,53,新,東京,東京9区,元・田村智子参議院議員秘書、党東京都常任委員,harachanj,https://www.facebook.com/kukure.hara,http://hara-junko.com,(重複)
岸 良信,きし よしのぶ,岸良信,岸,良信,きし,よしのぶ,62,新,,東京10区,党東京10区国政対策委員長、都委員,,,,小選挙区
小堤 東,こづつみ あづま,小堤東,小堤,東,こづつみ,あづま,28,新,,東京11区,党東京11区青年雇用対策責任者、民青同盟東京都副委員長,azuma_united_fc,,,小選挙区
池内 さおり,いけうち 沙織,池内沙織,池内,沙織,いけうち,さおり,35,現,東京,東京12区,前衆議院議員、党准中央委員,ikeuchi_saori,https://www.facebook.com/saolyn.ikeuchi,http://www.saori-ikeuchi.com/,(重複)
そぶえ 元希,祖父江 もとき,祖父江元希,祖父江,元希,そぶえ,もとき,42,新,,東京13区,党准中央委員、足立地区副委員長,sobuemotoki/media,,http://blog.goo.ne.jp/motokisobue,小選挙区
あとう 和之,阿藤 かずゆき,阿藤和之,阿藤,和之,あとう,かずゆき,46,新,,東京14区,党東京14区国政対策責任者、准中央委員,atoukazuyuki?lang=ja,,http://plaza.rakuten.co.jp/atoukazuyuki/,小選挙区
吉田 としお,よしだ 年男,吉田年男,吉田,年男,よしだ,としお,69,新,,東京15区,党東京15区国政対策委員長、江東地区委員長,,,http://www.koto-minpo.jp/jcp-yoshidatoshio/,小選挙区
沢田 しゅんじ,,沢田 しゅんじ,,,,,66,新,,東京16区,党東京都委員・市民中小企業部副部長,,,,小選挙区
新井 杉生,あらい すぎお,新井杉生,新井,杉生,あらい,すぎお,58,新,,東京17区,党東京都委員、葛飾地区委員長,over_wash,,http://overwash.blog7.fc2.com/,小選挙区
杉下 茂雄,すぎした しげお,杉下茂雄,杉下,茂雄,すぎした,しげお,68,新,,東京19区,党東京19区国民運動委員会責任者、北多摩東部部地区委員,,,,小選挙区
宮本 徹,みやもと とおる,宮本徹,宮本,徹,みやもと,とおる,45,現,東京,東京20区,前衆議院議員、党中央委員,miyamototooru,https://www.facebook.com/miyamototooru.jcp,http://miyamototooru.info/,(重複)
阿部 真,あべ まこと,阿部真,阿部,真,あべ,まこと,43,新,,東京22区,党調布狛江府中地区委員長、東京22区国政対策委員長,rhein2011,https://www.facebook.com/makoto.abe.22,,小選挙区
松村 りょうすけ,まつむら 亮佑,松村亮佑,松村,亮佑,まつむら,りょうすけ,37,新,,東京23区,党東京23区国政対策委員長、町田地区副委員長,akahigepapa,https://www.facebook.com/ryosuke.matsumura.79,,小選挙区
飯田 みやこ,いいだ 美弥子,飯田美弥子,飯田,美弥子,いいだ,みやこ,57,新,東京,東京24区,弁護士、党東京都憲法・くらし・国政対策室長,,https://www.facebook.com/729898467032255/,,(重複)
井上 たかし,いのうえ 宣,井上宣,井上,宣,いのうえ,たかし,43,新,,東京25区,党東京25区国政対策室長、西多摩・青梅地区委員長,Inoue_9,https://www.facebook.com/takashi.inoue.jcp,http://peaceforat.com/it/,小選挙区
まちだ 明広,町田 あきひろ,町田明広,町田,明広,まちだ,あきひろ,52,新,,新潟1区,党新潟県委員、新潟地区常任委員,matidakun,https://www.facebook.com/akihiro.matida.3,,小選挙区
細井 よしお,ほそい 良雄,細井良雄,細井,良雄,ほそい,よしお,68,新,,新潟2区,前長岡市議、党中越地区委員,,https://www.facebook.com/yoshio.hoshoi,,小選挙区
いとう 誠,伊藤 まこと,伊藤誠,伊藤,誠,いとう,まこと,43,新,,新潟3区,党新潟県委員、下越地区副委員長,,,,小選挙区
五十嵐 たけひこ,いがらし 健彦,五十嵐健彦,五十嵐,健彦,いがらし,たけひこ,37,新,,新潟4区,民青同盟新潟県委員長、党新潟県委員,,https://www.facebook.com/profile.php?id=100004099751374,,小選挙区
青山 了介,,青山 了介,,,,,42,新,,富山1区,党県委員会勤務,,,,小選挙区
坂本 ひろし,さかもと 洋史,坂本洋史,坂本,洋史,さかもと,ひろし,47,新,北陸信越,富山3区,党富山県委員、呉西地区委員長,hi_sakamoto,https://www.facebook.com/55hiroshi/,http://jcp-sakamoto.sakura.ne.jp/,(重複)
黒崎 きよのり,くろさき 清則,黒崎清則,黒崎,清則,くろさき,きよのり,69,新,,石川1区,党金沢地区副委員長、石川県委員,,,,小選挙区
本田 正和,ほんだ まさかず,本田正和,本田,正和,ほんだ,まさかず,68,新,,石川2区,党加南地区委員長、石川県常任委員,,,,小選挙区
鈴木 こうた,すずき 宏太,鈴木宏太,鈴木,宏太,すずき,こうた,36,新,,石川3区,党能登地区常任委員,,,,小選挙区
かねもと 幸枝,金元 ゆきえ,金元幸枝,金元,幸枝,かねもと,ゆきえ,59,新,,福井1区,党福井県書記長,jcp_555,https://www.facebook.com/profile.php?id=100005810323550,http://jcp-fukui.jp/,小選挙区
さるはし 巧,猿橋 たくみ,猿橋巧,猿橋,巧,さるはし,たくみ,63,新,,福井2区,党福井県委員、党嶺南地区常任委員,,,http://jcp-fukui.jp/,小選挙区
小金沢 ゆか,こがねざわ 由佳,小金沢由佳,小金沢,由佳,こがねざわ,ゆか,34,新,,長野3区,党長野3区若者相談室長、准県委員,KoganezawaYuka,https://www.facebook.com/yuka.koganezawa.1,,小選挙区
もうり 栄子,毛利 えいこ,毛利栄子,毛利,栄子,もうり,えいこ,66,新,,長野4区,前長野県議、元岡谷市議,eimouri,https://www.facebook.com/eimouri,http://plaza.rakuten.co.jp/mourieiko/,小選挙区
やまこし とおる,山越 徹,山越徹,山越,徹,やまこし,とおる,47,新,東海,岐阜1区,党岐阜市委員長、准岐阜県委員,,https://www.facebook.com/yamakoshi.toru,,(重複)
森桜 ふさよし,もりざくら 房義,森桜房義,森桜,房義,もりざくら,ふさよし,60,新,,岐阜2区,党西濃地区委員長、岐阜県委員,,,,小選挙区
井上 さとし,いのうえ 諭,井上諭,井上,諭,いのうえ,さとし,50,新,,岐阜3区,党岐阜県常任委員、元民青同盟岐阜県委員長,,,,小選挙区
こみやま 恵美子,,こみやま 恵美子,,,,,62,新,,岐阜4区,党県委員、党飛騨地区副委員長,,,,小選挙区
おぜき 祥子,小関 しょうこ,小関祥子,小関,祥子,おぜき,しょうこ,64,新,,岐阜5区,党東濃西地区委員長、元土岐市議,,,,小選挙区
鈴木 ちか,すずき 千佳,鈴木千佳,鈴木,千佳,すずき,ちか,46,新,,静岡1区,党静岡県常任委員・女性児童部長,chikachika_gogo,https://www.facebook.com/chikachikagogo/,http://ameblo.jp/chikachika-gogo/,小選挙区
よつや 恵,四ツ谷 めぐみ,四ツ谷恵,四ツ谷,恵,よつや,めぐみ,65,新,,静岡2区,党中部地区副委員長,,https://www.facebook.com/cyuubutiku,https://meg-yotsuya.jimdo.com/,小選挙区
松浦 きよし,まつうら 喜芳,松浦喜芳,松浦,喜芳,まつうら,きよし,59,新,,静岡3区,ソーラー発電設備会社社長,,,,小選挙区
松原 さとし,まつばら 聡,松原聡,松原,聡,まつばら,さとし,55,新,,静岡4区,党静岡県常任委員,031004GOGO,,,小選挙区
井口 まさひこ,いぐち 昌彦,井口昌彦,井口,昌彦,いぐち,まさひこ,63,新,,静岡5区,党東部地区副委員長、静岡県委員,,https://www.facebook.com/iguchi.shizuoka,,小選挙区
内田 ゆたか,うちだ 豊,内田豊,内田,豊,うちだ,ゆたか,63,新,,静岡6区,党伊豆地区委員長、静岡県委員,,,,小選挙区
のざわ 正司,野澤 まさじ,野澤正司,野澤,正司,のざわ,まさじ,68,新,,静岡7区,党西部地区常任委員、浜松市北区副委員長,,,,小選挙区
しまだ 初江,嶋田 はつえ,嶋田初江,嶋田,初江,しまだ,はつえ,69,新,,静岡8区,元浜松市議、党西部地区副委員長,,https://www.facebook.com/jcpshizu.seibu,http://jcpseibu.hamazo.tv/,小選挙区
酒井 ケンタロー,さかい 健太朗,酒井健太朗,酒井,健太朗,さかい,ケンタロー,31,新,,愛知2区,党名古屋千種・名東・守山地区常任委員、民青同盟名古屋東部地区委員長,,https://www.facebook.com/kentaro.sakai.12,,小選挙区
西田 とし子,,西田 とし子,,,,,63,新,,愛知4区,党県委員、愛知4区くらし・平和対策委員長,,,,小選挙区
田上 みつのり,たがみ 光徳,田上光徳,田上,光徳,たがみ,みつのり,66,新,,愛知6区,党尾張中部地区副委員長,,,,小選挙区
長友 ただひろ,ながとも 忠弘,長友忠弘,長友,忠弘,ながとも,ただひろ,58,新,,愛知8区,党愛知県委員、知多地区委員長,clfcde1eljomceq,https://www.facebook.com/tadahiro.nagatomo,,小選挙区
渡辺 ひろし,わたなべ 裕,渡辺裕,渡辺,裕,わたなべ,ひろし,37,新,,愛知9区,党愛知9区若者雇用対策部長、准県委員,,,http://jcpweb.net/watanabe/,小選挙区
いたくら 正文,板倉 まさふみ,板倉正文,板倉,正文,いたくら,まさふみ,59,新,,愛知10区,党愛知10区生活相談室長、元一宮市議,2b28a3370fae4f9,https://www.facebook.com/masafumi.itakura.5,,小選挙区
本多 のぶひろ,ほんだ 信弘,本多信弘,本多,信弘,ほんだ,のぶひろ,41,新,,愛知11区,党愛知11区政策委員長、元民青新聞記者,,,,小選挙区
宮地 いさお,みやち 勲,宮地勲,宮地,勲,みやち,いさお,63,新,,愛知12区,党西三河地区委員,,,,小選挙区
下島 良一,しもじま りょういち,下島良一,下島,良一,しもじま,りょういち,71,新,,愛知13区,党西三河地区委員,,,,小選挙区
金原 のぶゆき,きんぱら 信之,金原信之,金原,信之,きんぱら,のぶゆき,57,新,,愛知14区,党東三地区常任委員,,,,小選挙区
のざわ 康幸,野澤やすゆき,のざわ 康幸,,,,,29,新,,愛知15区,党東三地区委員、民青同盟愛知県副委員長,,,,小選挙区
野村 まさひろ,のむら 真弘,野村真弘,野村,真弘,のむら,まさひろ,61,新,,三重3区,党三重3区国政対策委員長、北勢地区委員,,,,小選挙区
谷中 みよし,たになか みよし,谷中みよし,谷中,みよし,たになか,みよし,57,新,,三重4区,党南部地区委員長、党三重県常任委員,,https://www.facebook.com/profile.php?id=100005911840765,,小選挙区
石堂 あつし,いしどう 淳士,石堂淳士,石堂,淳士,いしどう,あつし,43,新,,滋賀3区,党滋賀県委員、湖南地区委員長,,https://www.facebook.com/atsushi.ishidoh,,小選挙区
西沢 こういち,にしざわ 耕一,西沢耕一,西沢,耕一,にしざわ,こういち,39,新,,滋賀4区,党滋賀県委員、湖東地区常任委員,,https://www.facebook.com/koichi.nishizawa.758,,小選挙区
こくた 恵二,穀田 けいじ,穀田恵二,穀田,恵二,こくた,けいじ,70,現,近畿,京都1区,前衆院議員、党国会対策委員長、党選挙対策委員長,kokutakeiji,https://www.facebook.com/kokutakeiji,http://www.kokuta-keiji.jp/,(重複)
ちさか 拓晃,地坂 たくあき,地坂拓晃,地坂,拓晃,ちさか,たくあき,44,新,近畿,京都2区,党京都府常任委員・青年・学生部長,chitak21,,,(重複)
金森 とおる,かなもり 亨,金森亨,金森,亨,かなもり,とおる,61,新,,京都3区,党京都府書記長、京都3区国政委員長,mimu_kanamori,https://www.facebook.com/tooru.kanamori,,小選挙区
吉田 幸一,よしだ こういち,吉田幸一,吉田,幸一,よしだ,こういち,43,新,,京都4区,党京都府委員、西地区副委員長,koichiyoshida4,,,小選挙区
山内 健,やまうち けん,山内健,山内,健,やまうち,けん,49,新,,京都5区,党京都府委員、中丹地区委員長,kyamauchi2,,,小選挙区
かみじょう 亮一,上條 りょういち,上條亮一,上條,亮一,かみじょう,りょういち,31,新,,京都6区,党京都府委員、京都6区国政委員長,ryoichikamijo,,,小選挙区
しば山 のぼる,柴やま 昇,山柴昇,山柴,昇,しばやま,のぼる,63,新,,大阪1区,党大阪1区国政対策委員長、生野天王寺地区委員長,,https://www.facebook.com/noboru.shibayama.9,https://www.twitter.com/ikunotennohji,小選挙区
わたなべ 結,渡部 ゆい,渡部結,渡部,結,わたなべ,ゆい,36,新,近畿,大阪3区,党大阪3区国政対策委員長、准中央委員,yuiwatanabe_osk,https://www.facebook.com/yui.watanabe.jcp.osk/,http://www.watanabeyui.net/,(重複)
清水 ただし,しみず 忠史,清水忠史,清水,忠史,しみず,ただし,49,現,近畿,大阪4区,前衆議院議員、党准中央委員,tadashishimizu,https://www.facebook.com/tadashi.shimizu.90,http://www.shimizu-tadashi.jp/,(重複)
北山 良三,きたやま りょうぞう,北山良三,北山,良三,きたやま,りょうぞう,65,新,,大阪5区,党大阪5区国政対策委員長、元大阪市議,jcpkitayama,https://www.facebook.com/kitayamasupport,http://kitayama.mints.ne.jp/blog/,小選挙区
村口 くみ子,むらぐち 久美こ,村口子久美,村口,子久美,むらぐち,くみこ,45,新,,大阪7区,党大阪7区国政対策委員長、吹田・摂津地区委員,,https://www.facebook.com/kumiko.muraguchi.7,http://muraguti-kumiko.cocolog-nifty.com/,小選挙区
あらい 真,新居 まこと,新居真,新居,真,あらい,まこと,57,新,,大阪8区,党大阪8区国政対策委員長、元豊中市議,,,http://arai-makoto.com/,小選挙区
みわ 智之,三和 ともゆき,三和智之,三和,智之,みわ,ともゆき,42,新,,大阪11区,党大阪11区国政対策部長、枚方交野地区副委員長,1975_miwa,https://www.facebook.com/tomoyuki.miwa3,http://shoot128.exblog.jp/,小選挙区
