選挙区候補者：北海道,,,,,,,,,,,http://www.asahi.com/senkyo/senkyo2016/koho/B01.html
選挙区候補者：東京,,朝日　健太郎,40,自民,新,〈元〉バレー選手,https://twitter.com/kentaroasahi,https://www.facebook.com/kentaro.asahi.3,https://asahi.tokyo.jp/,/senkyo/senkyo2016/carta/B000021W4.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,柳沢　秀敏,67,無所属,新,医師,,,http://www.yanagisawa-clinic.com/,/senkyo/senkyo2016/carta/B000021TA.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,小林　興起,72,諸派,新,怒りの声支部長,,https://www.facebook.com/koki.kobayashi,https://kobachan.jp,/senkyo/senkyo2016/carta/BZZZZZ0C3.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,原田　君明,39,無所属,新,政策コンサル業,,,,/senkyo/senkyo2016/carta/B000021U6.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,蓮舫,48,民進,現,党代表代行,https://twitter.com/renho_sha,https://www.facebook.com/renho.sha,http://renho.jp/,/senkyo/senkyo2016/carta/BZZZZZ0Z7.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,横粂　勝仁,34,無所属,新,〈元〉衆院議員,https://twitter.com/yokokume,https://www.facebook.com/katsuhito.yokokume,http://yokokume.org,/senkyo/senkyo2016/carta/B000016FU.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,大槻　文彦,49,諸派,新,支持なし役員,,,,/senkyo/senkyo2016/carta/B00001WVN.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,佐藤　均,45,諸派,新,支持なし役員,,,,/senkyo/senkyo2016/carta/B000021UM.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,鮫島　良司,61,諸派,新,支持なし役員,,,,/senkyo/senkyo2016/carta/B000021UL.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,深江　孝,54,諸派,新,支持なし役員,,,,/senkyo/senkyo2016/carta/B000021UN.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,浜田　和幸,63,無所属,現,〈元〉外務政務官,https://twitter.com/hamada_kazuyuki,https://www.facebook.com/Dr.hamadakazuyuki,http://www.hamadakazuyuki.com,/senkyo/senkyo2016/carta/B00001CD0.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,藤代　洋行,42,諸派,新,政治団体代表,,,http://challenged-nippon.jp/,/senkyo/senkyo2016/carta/B000021VW.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,ひめじ　けんじ,64,諸派,新,政治団体代表,,,http://chikyuheiwatou.jp,/senkyo/senkyo2016/carta/B00001CLZ.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,川上　晃司,31,無所属,新,無職,,,,/senkyo/senkyo2016/carta/B000021X2.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：東京,,犬丸　勝子,61,諸派,新,政治団体代表,https://twitter.com/inumaru19,,http://seigida.blog.fc2.com/,/senkyo/senkyo2016/carta/B00001O4S.htm,http://www.asahi.com/senkyo/senkyo2016/koho/B13.html
選挙区候補者：神奈川,,,,,,,,,,,http://www.asahi.com/senkyo/senkyo2016/koho/B14.html
