qname,url,type,ident,dst
Q41770230,https://www.facebook.com/伊藤しゅんすけ-1550769188469311,page,1550769188469311,https://www.facebook.com/%E4%BC%8A%E8%97%A4%E3%81%97%E3%82%85%E3%82%93%E3%81%99%E3%81%91-1550769188469311/
Q11458942,https://www.facebook.com/masanobu.ogura.9,profile,100003189219666,https://www.facebook.com/masanobu.ogura.9
Q11458942,https://www.facebook.com/ogura.masanobu,page,1500876833510089,https://www.facebook.com/ogura.masanobu/
Q41770231,https://www.facebook.com/miyako.iida.9,profile,100005523039925,https://www.facebook.com/miyako.iida.9
Q41770231,https://www.facebook.com/八法亭-みややっこ-729898467032255,page,729898467032255,https://www.facebook.com/%E5%85%AB%E6%B3%95%E4%BA%AD-%E3%81%BF%E3%82%84%E3%82%84%E3%81%A3%E3%81%93-729898467032255/
Q41805252,https://www.facebook.com/mika.yoshiba,profile,100002220511786,https://www.facebook.com/mika.yoshiba
Q41770233,https://www.facebook.com/takahashi.narihisa,profile,100002240400265,https://www.facebook.com/takahashi.narihisa
Q6426211,https://www.facebook.com/koichi.hagiuda,profile,100002519316203,https://www.facebook.com/koichi.hagiuda
Q41770235,https://www.facebook.com/takashi.inoue.jcp,profile,100005246139881,https://www.facebook.com/takashi.inoue.jcp
Q978256,https://www.facebook.com/%E5%B0%8F%E6%B2%A2%E3%81%95%E3%81%8D%E3%81%B2%E3%81%A8%E5%89%8D%E8%A1%86%E8%AD%B0%E9%99%A2%E8%AD%B0%E5%93%A1-438694512855411/,page,438694512855411,https://www.facebook.com/%E5%B0%8F%E6%B2%A2%E3%81%95%E3%81%8D%E3%81%B2%E3%81%A8%E5%89%8D%E8%A1%86%E8%AD%B0%E9%99%A2%E8%AD%B0%E5%93%A1-438694512855411/
Q41770236,https://www.facebook.com/山下ようこ-254632094661734,page,254632094661734,https://www.facebook.com/%E5%B1%B1%E4%B8%8B%E3%82%88%E3%81%86%E3%81%93-254632094661734/
Q7497583,https://www.facebook.com/inoue.s.net,profile,100005911488151,https://www.facebook.com/inoue.s.net
Q11652221,https://www.facebook.com/kazuyoshi.nagashima.7,profile,100002063516197,https://www.facebook.com/kazuyoshi.nagashima.7
Q20040516,https://www.facebook.com/Go.Shinohara.Go,page,406564692842461,https://www.facebook.com/Go.Shinohara.Go/
Q6311513,https://www.facebook.com/JunMatsumoto411,profile,100002750313148,https://www.facebook.com/JunMatsumoto411
Q41770740,https://www.facebook.com/ohnukikiyofumi,profile,100007318727017,https://www.facebook.com/ohnukikiyofumi
Q41770741,https://www.facebook.com/profile.php?id=100022435924570,profile,100022435924570,https://www.facebook.com/profile.php?id=100022435924570
Q41770741,https://www.facebook.com/takahashinoe,page,140963426644985,https://www.facebook.com/takahashinoe/
Q122465,https://www.facebook.com/yoshihide.suga,profile,100002861882726,https://www.facebook.com/yoshihide.suga
Q41770742,https://www.facebook.com/susumu.kugimaru,profile,100003760191041,https://www.facebook.com/susumu.kugimaru
Q41770743,https://www.facebook.com/iki.aiko,profile,100002647517820,https://www.facebook.com/iki.aiko
Q5637084,https://www.facebook.com/hachirouokonogi,profile,100003818615903,https://www.facebook.com/hachirou.okonogi
Q5637084,https://www.facebook.com/okonogihachirou,page,672137462904357,https://www.facebook.com/okonogihachirou/
Q1737907,https://www.facebook.com/KeiichiroASAO,page,201424683373268,https://www.facebook.com/KeiichiroASAO/
Q41770746,https://www.facebook.com/waseda.yuki/,page,201111240010004,https://www.facebook.com/waseda.yuki/
Q11469130,https://www.facebook.com/polepole.ty,page,535546536508024,https://www.facebook.com/polepole.ty/
Q41770747,https://www.facebook.com/seigo.yokoyama.1,page,892936670717204,https://www.facebook.com/seigo.yokoyama.1/
Q6746574,https://www.facebook.com/sakaimanabu.yokohama,page,1566073946957306,https://www.facebook.com/sakaimanabu.yokohama/
Q11359720,https://www.facebook.com/isamu.ueda.77,page,250909631700279,https://www.facebook.com/isamu.ueda.77/
Q11661965,https://www.facebook.com/yoichiro.aoyagi,profile,100000520495464,https://www.facebook.com/yoichiro.aoyagi
Q11661965,https://www.facebook.com/aoyagy.net,page,373010359408301,https://www.facebook.com/aoyagy.net/
Q41770750,https://www.facebook.com/kushidaseiichi/,page,1291556344192957,https://www.facebook.com/kushidaseiichi/
Q41805246,https://www.facebook.com/an.kawano,profile,100001219556205,https://www.facebook.com/an.kawano
Q41805246,https://www.facebook.com/kibo.kawano.an,page,122104968497559,https://www.facebook.com/kibo.kawano.an/
Q41770753,https://www.facebook.com/kazuma.nakatani,profile,1196052903,https://www.facebook.com/kazuma.nakatani
Q41770753,https://www.facebook.com/NakataniKazuma,page,270016556361177,https://www.facebook.com/NakataniKazuma/
Q6383909,https://www.facebook.com/suzukikeisuke.jp,page,399553323777427,https://www.facebook.com/suzukikeisuke.jp/
Q41770754,https://www.facebook.com/profile.php?id=100010277866022,profile,100010277866022,https://www.facebook.com/profile.php?id=100010277866022
Q41770754,https://www.facebook.com/rikakatoh/,page,1913880872159126,https://www.facebook.com/rikakatoh/
Q6389323,https://www.facebook.com/edakenji,profile,100002123887380,https://www.facebook.com/edakenji
Q11357294,https://www.facebook.com/hidehiromitani,profile,683505302,https://www.facebook.com/hidehiromitani
Q41805226,https://www.facebook.com/tsune0024,page,990883521000045,https://www.facebook.com/tsune0024/
Q41770755,https://www.facebook.com/nodokajcp,page,895631770575684,https://www.facebook.com/nodokajcp/
Q11364144,https://www.facebook.com/norihiro.nn,page,273745559469790,https://www.facebook.com/norihiro.nn/
Q11578505,https://www.facebook.com/kimie.hatano.9,page,378066718965484,https://www.facebook.com/kimie.hatano.9/
Q41770725,https://www.facebook.com/happyichikawa,page,267660499972768,https://www.facebook.com/happyichikawa/
Q41770883,https://www.facebook.com/mashiroryo/,page,1806937892878801,https://www.facebook.com/mashiroryo/
Q661410,https://www.facebook.com/shinjiro.koizumi,page,481606878577149,https://www.facebook.com/shinjiro.koizumi/
Q41698739,https://www.facebook.com/harateruo/,page,416586725411244,https://www.facebook.com/harateruo/
Q516232,https://www.facebook.com/profile.php?id=100004675156297,profile,100004675156297,https://www.facebook.com/profile.php?id=100004675156297
Q41770729,https://www.facebook.com/jcp20141214okazaki,page,269216463202132,https://www.facebook.com/jcp20141214okazaki/
Q418675,https://www.facebook.com/amariakiragenkikun,profile,100004681394465,https://www.facebook.com/amariakiragenkikun
Q41770731,https://www.facebook.com/jun.nakanowatari.9,profile,100003951302234,https://www.facebook.com/jun.nakanowatari.9
Q11520430,https://www.facebook.com/motomura.kentarou/,page,998741106812209,https://www.facebook.com/motomura.kentarou/
Q11368828,https://www.facebook.com/nogiryousuke/,page,1331144193571622,https://www.facebook.com/nogiryousuke/
Q41770734,https://www.facebook.com/katsumi.sasaki.79,profile,100000890979445,https://www.facebook.com/katsumi.sasaki.79
Q1161024,https://www.facebook.com/河野太郎-168727046514485,page,168727046514485,https://www.facebook.com/%E6%B2%B3%E9%87%8E%E5%A4%AA%E9%83%8E-168727046514485/
Q41770735,https://www.facebook.com/profile.php?id=100008285657728,profile,100008285657728,https://www.facebook.com/profile.php?id=100008285657728
Q11488572,https://www.facebook.com/gotojitsugen,page,186378465091439,https://www.facebook.com/gotojitsugen/
Q11609955,https://www.facebook.com/h.yoshiie,page,117416565075127,https://www.facebook.com/h.yoshiie/
Q41770737,https://www.facebook.com/jcpyokotaeiji,profile,100004574320067,https://www.facebook.com/jcpyokotaeiji
Q41770751,https://www.facebook.com/wakabayashi8,page,822987014430884,https://www.facebook.com/wakabayashi8/
Q11355765,https://www.facebook.com/kazuya.mimura.7,profile,100002110929665,https://www.facebook.com/kazuya.mimura.7
Q5209617,https://www.facebook.com/yamagiwadaishiro.office,page,311876848823854,https://www.facebook.com/yamagiwadaishiro.office/
Q5100105,https://www.facebook.com/official.nishimura.chinami,page,524063950998264,https://www.facebook.com/official.nishimura.chinami/
Q11585604,https://www.facebook.com/ishizaki.tohru,page,322145247868663,https://www.facebook.com/ishizaki.tohru/
Q41770763,https://www.facebook.com/profile.php?id=100004099751374,profile,100004099751374,https://www.facebook.com/profile.php?id=100004099751374
Q5349200,https://www.facebook.com/pages/%E9%B7%B2%E5%B0%BE-%E8%8B%B1%E4%B8%80%E9%83%8E/211206912260888,page,211206912260888,https://www.facebook.com/%E9%B7%B2%E5%B0%BE-%E8%8B%B1%E4%B8%80%E9%83%8E-211206912260888/
Q11606064,https://www.facebook.com/profile.php?id=100008738145092,profile,100008738145092,https://www.facebook.com/profile.php?id=100008738145092
Q11678114,https://www.facebook.com/takahiro.kuroiwa.94,profile,100005399744146,https://www.facebook.com/takahiro.kuroiwa.94
Q17158549,https://www.facebook.com/saitohiroaki2,profile,100004683819973,https://www.facebook.com/saitohiroaki2
Q11646784,https://www.facebook.com/megukin/,page,481666815189468,https://www.facebook.com/megukin/
Q41770766,https://www.facebook.com/kasahara.reika/,page,144635512794523,https://www.facebook.com/kasahara.reika/
Q11435293,https://www.facebook.com/shiminha.etsuko,profile,100013392303015,https://www.facebook.com/shiminha.etsuko
Q1620229,https://www.facebook.com/%E6%B3%89%E7%94%B0-%E8%A3%95%E5%BD%A6-1510624319207568/,page,1510624319207568,https://www.facebook.com/%E6%B3%89%E7%94%B0-%E8%A3%95%E5%BD%A6-1510624319207568/
Q41770770,https://www.facebook.com/mamoru.umetani.1,profile,100002434684607,https://www.facebook.com/mamoru.umetani.1
Q7504756,https://www.facebook.com/shuichi.takatori,profile,100003081392922,https://www.facebook.com/shuichi.takatori
Q11577205,https://www.facebook.com/hiroaki.tabata.37,profile,100002643828212,https://www.facebook.com/hiroaki.tabata.37
Q41770773,https://www.facebook.com/peacetym,profile,100005909589295,https://www.facebook.com/peacetym
Q1656896,https://www.facebook.com/miyakoshi.mitsuhiro/,page,1888990404708528,https://www.facebook.com/miyakoshi.mitsuhiro/
Q41770774,https://www.facebook.com/hiskm,profile,100001978016385,https://www.facebook.com/hiskm
Q41770774,https://www.facebook.com/55hiroshi/,page,1507776116162833,https://www.facebook.com/55hiroshi/
Q11534806,https://www.facebook.com/politician.takumi,profile,100005371805832,https://www.facebook.com/politician.takumi
Q11544282,https://www.facebook.com/tachibana.keiichirou/,page,394342970676243,https://www.facebook.com/tachibana.keiichirou/
Q10856313,https://www.facebook.com/mieko.tanaka.370,profile,100005014653631,https://www.facebook.com/mieko.tanaka.370
Q3136350,https://www.facebook.com/hiroshi.hase,profile,100000403863875,https://www.facebook.com/hiroshi.hase
Q3136350,https://www.facebook.com/hasehiroshi.kousiki,page,143823562356406,https://www.facebook.com/hasehiroshi.kousiki/
Q41770781,https://www.facebook.com/shibatamiki.official/,page,943746465674271,https://www.facebook.com/shibatamiki.official/
Q41770780,https://www.facebook.com/satoshi.miyamoto.52,profile,100001729132814,https://www.facebook.com/satoshi.miyamoto.52
Q17158871,https://www.facebook.com/hajime.sasaki.56,profile,100002202596835,https://www.facebook.com/hajime.sasaki.56
Q17158871,https://www.facebook.com/start.sasaki.hajime,page,471320906223342,https://www.facebook.com/start.sasaki.hajime/
Q41770782,https://www.facebook.com/kota.suzuki.1656,profile,100003514690093,https://www.facebook.com/kota.suzuki.1656
Q11638747,https://www.facebook.com/kondokazuya3/,page,100337343486679,https://www.facebook.com/kondokazuya3/
Q41770784,https://www.facebook.com/syoji.nishida.56,profile,100009308588501,https://www.facebook.com/syoji.nishida.56
Q41770785,https://www.facebook.com/people/%E9%87%91%E5%85%83%E5%B9%B8%E6%9E%9D/100005810323550,profile,100005810323550,https://www.facebook.com/profile.php?id=100005810323550
Q41770788,https://www.facebook.com/koji.suzuki.fukui,profile,100003968236381,https://www.facebook.com/koji.suzuki.fukui
Q1654408,https://www.facebook.com/tomomi.inada.5,profile,100003636776380,https://www.facebook.com/tomomi.inada.5
Q11500159,https://www.facebook.com/saikitakeshi1974,profile,100004918683167,https://www.facebook.com/saikitakeshi1974
Q7850389,https://www.facebook.com/高木つよし支援のｗａ-732835663451367/,page,732835663451367,https://www.facebook.com/%E9%AB%98%E6%9C%A8%E3%81%A4%E3%82%88%E3%81%97%E6%94%AF%E6%8F%B4%E3%81%AE%EF%BD%97%EF%BD%81-732835663451367/
Q41770791,https://www.facebook.com/gen.miyauchi,profile,100002184673690,https://www.facebook.com/gen.miyauchi
Q41770792,https://www.facebook.com/ai.nishiwaki.hrp,page,906079259508301,https://www.facebook.com/ai.nishiwaki.hrp/
Q11364418,https://www.facebook.com/profile.php?id=100003030648555,profile,100003030648555,https://www.facebook.com/profile.php?id=100003030648555
Q11364418,https://www.facebook.com/中島克仁-事務所-469293053090825,page,469293053090825,https://www.facebook.com/%E4%B8%AD%E5%B3%B6%E5%85%8B%E4%BB%81-%E4%BA%8B%E5%8B%99%E6%89%80-469293053090825/
Q7477634,https://www.facebook.com/nakatani80,profile,100002474828553,https://www.facebook.com/nakatani80
Q41770793,https://www.facebook.com/reiko.ookubo.33,profile,100005961732225,https://www.facebook.com/reiko.ookubo.33
Q41770848,https://www.facebook.com/profile.php?id=100008624951808,profile,100008624951808,https://www.facebook.com/profile.php?id=100008624951808
Q6433881,https://www.facebook.com/kotaro.nagasaki,profile,100002271684186,https://www.facebook.com/kotaro.nagasaki
Q6433881,https://www.facebook.com/nagasakikotaro.jp/,page,407593632723808,https://www.facebook.com/nagasakikotaro.jp/
Q41770795,https://www.facebook.com/%E5%B0%8F%E6%9E%97%E3%81%B2%E3%82%8D%E3%82%86%E3%81%8D%E4%BA%8B%E5%8B%99%E6%89%80%E7%AB%8B%E6%86%B2%E6%B0%91%E4%B8%BB%E5%85%9A%E8%A1%86%E9%99%A2%E5%B1%B1%E6%A2%A82%E5%8C%BA%E7%B7%8F%E6%94%AF%E9%83%A8-1730017470570102/,page,1730017470570102,https://www.facebook.com/%E5%B0%8F%E6%9E%97%E3%81%B2%E3%82%8D%E3%82%86%E3%81%8D%E4%BA%8B%E5%8B%99%E6%89%80%E7%AB%8B%E6%86%B2%E6%B0%91%E4%B8%BB%E5%85%9A%E8%A1%86%E9%99%A2%E5%B1%B1%E6%A2%A82%E5%8C%BA%E7%B7%8F%E6%94%AF%E9%83%A8-1730017470570102/
Q11427301,https://www.facebook.com/noriko.horiuchi.3572,profile,100005955818607,https://www.facebook.com/noriko.horiuchi.3572
Q11461246,https://www.facebook.com/komatsu.yutaka,profile,521157603,https://www.facebook.com/komatsu.yutaka
Q41805165,https://www.facebook.com/hiroji.nakagawa,profile,100003545775131,https://www.facebook.com/hiroji.nakagawa
Q7505129,https://www.facebook.com/mutai.shunsuke,page,1399069453643562,https://www.facebook.com/mutai.shunsuke/
Q41770805,https://www.facebook.com/yuka.koganezawa.1,profile,100002099193799,https://www.facebook.com/yuka.koganezawa.1
Q11373350,https://www.facebook.com/yousei.ide.jimoto.Shinshu.NAGANO,page,499408610130100,https://www.facebook.com/yousei.ide.jimoto.Shinshu.NAGANO/
Q41770808,https://www.facebook.com/eimouri,profile,100005321134577,https://www.facebook.com/eimouri
Q11457846,https://www.facebook.com/寺島義幸てらしま-よしゆき-737362676348477,page,737362676348477,https://www.facebook.com/%E5%AF%BA%E5%B3%B6%E7%BE%A9%E5%B9%B8%E3%81%A6%E3%82%89%E3%81%97%E3%81%BE-%E3%82%88%E3%81%97%E3%82%86%E3%81%8D-737362676348477/
Q7496422,https://www.facebook.com/profile.php?id=100015878027926,profile,100015878027926,https://www.facebook.com/profile.php?id=100015878027926
Q41770813,https://www.facebook.com/%E3%81%AA%E3%81%8B%E3%81%98%E3%81%BE%E5%BA%B7%E4%BB%8B-1551047688443012/,page,1551047688443012,https://www.facebook.com/%E3%81%AA%E3%81%8B%E3%81%98%E3%81%BE%E5%BA%B7%E4%BB%8B-1551047688443012/
Q11515287,https://www.facebook.com/soga.itsuro.ouendan/,page,497119803977714,https://www.facebook.com/soga.itsuro.ouendan/
Q41805248,https://www.facebook.com/hattoritaisuke1,profile,100009728732734,https://www.facebook.com/hattoritaisuke1
Q41794089,https://www.facebook.com/gifu.yoshidarie/,page,134821343623377,https://www.facebook.com/gifu.yoshidarie/
Q459698,https://www.facebook.com/seiko.noda.73,profile,100002006358101,https://www.facebook.com/seiko.noda.73
Q11656652,https://www.facebook.com/naoto.sakaguchi.12,profile,100002131789288,https://www.facebook.com/naoto.sakaguchi.12
Q11376723,https://www.facebook.com/masato.imai.7,profile,100003058916949,https://www.facebook.com/masato.imai.7
Q41794096,https://www.facebook.com/kanekosyunpei.gifu/,page,1456467477768884,https://www.facebook.com/kanekosyunpei.gifu/
Q1704969,https://www.facebook.com/furuyakeiji,profile,100003613141584,https://www.facebook.com/furuyakeiji
Q41770815,https://www.facebook.com/chikachikagogo/,page,745311245612220,https://www.facebook.com/chikachikagogo/
Q11462267,https://www.facebook.com/koikemasanari/,page,265392490217944,https://www.facebook.com/koikemasanari/
Q41770817,https://www.facebook.com/masayuki.aoyama1,profile,100002011494934,https://www.facebook.com/masayuki.aoyama1
Q41770817,https://www.facebook.com/m.aoyama.kouenkai,page,258985641159178,https://www.facebook.com/m.aoyama.kouenkai/
Q276275,https://www.facebook.com/%E8%A1%86%E8%AD%B0%E9%99%A2%E8%AD%B0%E5%93%A1-%E3%81%8B%E3%81%BF%E3%81%8B%E3%82%8F%E9%99%BD%E5%AD%90-1679504842290545/,page,1679504842290545,https://www.facebook.com/%E8%A1%86%E8%AD%B0%E9%99%A2%E8%AD%B0%E5%93%A1-%E3%81%8B%E3%81%BF%E3%81%8B%E3%82%8F%E9%99%BD%E5%AD%90-1679504842290545/
Q41770818,https://www.facebook.com/cyuubutiku,profile,100006366852007,https://www.facebook.com/cyuubutiku
Q41770820,https://www.facebook.com/matsuo.tsutomu.mirai,profile,100003156676022,https://www.facebook.com/matsuo.tsutomu.mirai
Q11373633,https://www.facebook.com/tatsunori.ibayashi,page,189704924552265,https://www.facebook.com/tatsunori.ibayashi/
Q11459848,https://www.facebook.com/nobuhiro.koyama.1226,page,1466348970306323,https://www.facebook.com/nobuhiro.koyama.1226/
Q42290522,https://www.facebook.com/ken.tanaka.509,profile,100002047998770,https://www.facebook.com/ken.tanaka.509
Q8056243,https://www.facebook.com/%E8%A1%86%E8%AD%B0%E9%99%A2%E8%AD%B0%E5%93%A1-%E6%9C%9B%E6%9C%88%E7%BE%A9%E5%A4%AB%E4%BA%8B%E5%8B%99%E6%89%80-320691041291324/,page,320691041291324,https://www.facebook.com/%E8%A1%86%E8%AD%B0%E9%99%A2%E8%AD%B0%E5%93%A1-%E6%9C%9B%E6%9C%88%E7%BE%A9%E5%A4%AB%E4%BA%8B%E5%8B%99%E6%89%80-320691041291324/
Q41770822,https://www.facebook.com/iguchi.shizuoka,profile,100005826044333,https://www.facebook.com/iguchi.shizuoka
Q1135729,https://www.facebook.com/hosono54,page,370806949759740,https://www.facebook.com/hosono54/
Q7504421,https://www.facebook.com/watanabeshugiin,profile,100005285701487,https://www.facebook.com/watanabeshugiin
Q11400147,https://www.facebook.com/people/Katsumata-Takaaki/100002449220587,profile,100002449220587,https://www.facebook.com/profile.php?id=100002449220587
Q41770816,https://www.facebook.com/fukumuratakashi/,page,653667911480942,https://www.facebook.com/fukumuratakashi/
Q41771061,https://www.facebook.com/hiyoshiyuta,profile,100007101872641,https://www.facebook.com/hiyoshiyuta
Q11425985,https://www.facebook.com/kiuchi0419/,page,791804357566224,https://www.facebook.com/kiuchi0419/
Q18458881,https://www.facebook.com/gemma.kentaro,page,183212708389424,https://www.facebook.com/gemma.kentaro/
Q935199,https://www.facebook.com/shionoya.ryu,profile,100004760160270,https://www.facebook.com/shionoya.ryu
Q370385,https://www.facebook.com/profile.php?id=100004048560858,profile,100004048560858,https://www.facebook.com/profile.php?id=100004048560858
Q11414054,https://www.facebook.com/profile.php?id=100006068624077,profile,100006068624077,https://www.facebook.com/profile.php?id=100006068624077
Q41770847,https://www.facebook.com/kentaro.sakai.12,profile,100002915102505,https://www.facebook.com/kentaro.sakai.12
Q1949760,https://www.facebook.com/FurukawaMotohisa,page,416635911724252,https://www.facebook.com/FurukawaMotohisa/
Q41805181,https://www.facebook.com/sayaka.yogo.3,profile,100003091371441,https://www.facebook.com/sayaka.yogo.3
Q41805193,https://www.facebook.com/profile.php?id=100014876527777,profile,100014876527777,https://www.facebook.com/profile.php?id=100014876527777
Q8056240,https://www.facebook.com/yoshio.maki.71,profile,100003404424679,https://www.facebook.com/yoshio.maki.71
Q11479573,https://www.facebook.com/kudoshozo,page,303097176493564,https://www.facebook.com/kudoshozo/
Q11539787,https://www.facebook.com/morimoto.kazuyoshi/,page,1538971266344271,https://www.facebook.com/morimoto.kazuyoshi/
Q41770846,https://www.facebook.com/profile.php?id=100012430770284,profile,100012430770284,https://www.facebook.com/profile.php?id=100012430770284
Q5752415,https://www.facebook.com/hideki.niwa.148,profile,100002435767015,https://www.facebook.com/hideki.niwa.148
Q5752415,https://www.facebook.com/niwahideki,page,1642241549336569,https://www.facebook.com/niwahideki/
Q11467778,https://www.facebook.com/yamaoshiori,page,300749886784785,https://www.facebook.com/yamaoshiori/
Q11649031,https://www.facebook.com/suzuki.jyunji,page,253404498142124,https://www.facebook.com/suzuki.jyunji/
Q41770851,https://www.facebook.com/tadahiro.nagatomo,profile,100005108140600,https://www.facebook.com/tadahiro.nagatomo
Q784087,https://www.facebook.com/banno2000/,page,344352665690323,https://www.facebook.com/banno2000/
Q7674280,https://www.facebook.com/itoh.tadahiko,profile,100006074834009,https://www.facebook.com/itoh.tadahiko
Q7674280,https://www.facebook.com/tadahikoitoh1101/,page,538704996481003,https://www.facebook.com/tadahikoitoh1101/
Q6883317,https://www.facebook.com/okamotomitsunori/,page,1512203882337340,https://www.facebook.com/okamotomitsunori/
Q41770830,https://www.facebook.com/masafumi.itakura.5,profile,100005941477736,https://www.facebook.com/masafumi.itakura.5
Q11450236,https://www.facebook.com/misako.yasui.77,profile,100002115606650,https://www.facebook.com/misako.yasui.77
Q41805158,https://www.facebook.com/profile.php?id=100022223864056,profile,100022223864056,https://www.facebook.com/profile.php?id=100022223864056
Q11644760,https://www.facebook.com/shigetokukazuhiko,page,466336426731596,https://www.facebook.com/shigetokukazuhiko/
Q11661236,https://www.facebook.com/aoyama.shuhei,profile,100002008481232,https://www.facebook.com/aoyama.shuhei
Q11438832,https://www.facebook.com/kensuke.onishi1,profile,100003474421940,https://www.facebook.com/kensuke.onishi1
Q11438945,https://www.facebook.com/100011041118044,profile,100011041118044,https://www.facebook.com/profile.php?id=100011041118044
Q41770837,https://www.facebook.com/nobuyuki.kinpara,profile,100004405813540,https://www.facebook.com/nobuyuki.kinpara
Q41770839,https://www.facebook.com/katsunori.tanaka.1010/,page,2034995996734967,https://www.facebook.com/katsunori.tanaka.1010/
Q11377132,https://www.facebook.com/soichiro.imaeda,profile,100000812963536,https://www.facebook.com/soichiro.imaeda
Q41805295,https://www.facebook.com/tagire.power.of.the.fish,profile,100004258357806,https://www.facebook.com/tagire.power.of.the.fish
Q41770844,https://www.facebook.com/SekiKenichiro88,profile,100004902405837,https://www.facebook.com/SekiKenichiro88
Q1906668,https://www.facebook.com/nakagawa.masaharu,page,369945423100755,https://www.facebook.com/nakagawa.masaharu/
Q41770857,https://www.facebook.com/maki.sakamoto.52,profile,100002548414449,https://www.facebook.com/maki.sakamoto.52
Q513317,https://www.facebook.com/katsuyaokada,page,359978827371101,https://www.facebook.com/katsuyaokada/
Q17159494,https://www.facebook.com/yoshikazu.shimada.52,profile,100000501172248,https://www.facebook.com/yoshikazu.shimada.52
Q41770859,https://www.facebook.com/profile.php?id=100005911840765,profile,100005911840765,https://www.facebook.com/profile.php?id=100005911840765
Q7051315,https://www.facebook.com/mitsuya.norio328/,page,1992437247563657,https://www.facebook.com/mitsuya.norio328/
Q152728,https://www.facebook.com/yukiko.kada.5,profile,100005236481858,https://www.facebook.com/yukiko.kada.5
Q152728,https://www.facebook.com/kadayukikotosusumukai,page,356583021462799,https://www.facebook.com/kadayukikotosusumukai/
Q41805293,https://www.facebook.com/yoshiko.kosaka.146,profile,100005443474063,https://www.facebook.com/yoshiko.kosaka.146
Q11434738,https://www.facebook.com/toshitaka.ooka,profile,100003972278741,https://www.facebook.com/toshitaka.ooka
Q6088170,https://www.facebook.com/tajimaisseioffice/,page,1641549946081554,https://www.facebook.com/tajimaisseioffice/
Q41770863,https://www.facebook.com/people/Masashi-Arakawa/100005211330715,profile,100005211330715,https://www.facebook.com/profile.php?id=100005211330715
Q41805215,https://www.facebook.com/taigetsushiga,page,1956302817992175,https://www.facebook.com/taigetsushiga/
Q6389276,https://www.facebook.com/profile.php?id=100003561880790,profile,100003561880790,https://www.facebook.com/profile.php?id=100003561880790
Q6389276,https://www.facebook.com/uenokenichiro,page,785718041492930,https://www.facebook.com/uenokenichiro/
Q41770864,https://www.facebook.com/atsushi.ishidoh,profile,100004396633794,https://www.facebook.com/atsushi.ishidoh
Q41770867,https://www.facebook.com/koichi.nishizawa.758,profile,100004018369546,https://www.facebook.com/koichi.nishizawa.758
Q5772420,https://www.facebook.com/tokunaga.hisashi/,page,145646615589621,https://www.facebook.com/tokunaga.hisashi/
Q41770869,https://www.facebook.com/profile.php?id=100004085752443&fref=ts,profile,100004085752443,https://www.facebook.com/profile.php?id=100004085752443
Q6383646,https://www.facebook.com/kokutakeiji,page,189376707892501,https://www.facebook.com/kokutakeiji/
Q11477350,https://www.facebook.com/しまむら聖子-1733321246969453,page,1733321246969453,https://www.facebook.com/%E3%81%97%E3%81%BE%E3%82%80%E3%82%89%E8%81%96%E5%AD%90-1733321246969453/
Q729599,https://www.facebook.com/伊吹-文明-306388919504640,page,306388919504640,https://www.facebook.com/%E4%BC%8A%E5%90%B9-%E6%96%87%E6%98%8E-306388919504640/
Q41794100,https://www.facebook.com/takuaki.chisaka,profile,100003079885904,https://www.facebook.com/takuaki.chisaka
Q41794100,https://www.facebook.com/chisaka.takuaki/,page,1647490028874572,https://www.facebook.com/chisaka.takuaki/
Q132280,https://www.facebook.com/seiji.maehara21,page,991153597664121,https://www.facebook.com/seiji.maehara21/
Q41794101,https://www.facebook.com/MamoruShigemoto/,page,559808264054156,https://www.facebook.com/MamoruShigemoto/
Q41767957,https://www.facebook.com/tooru.kanamori,profile,100002101407580,https://www.facebook.com/tooru.kanamori
Q6391984,https://www.facebook.com/office.ikenta/,page,425308934191027,https://www.facebook.com/office.ikenta/
Q41768312,https://www.facebook.com/natsue.mori.56,profile,100000182057330,https://www.facebook.com/natsue.mori.56
Q41768409,https://www.facebook.com/koichiyoshida.jcp,page,890857734272220,https://www.facebook.com/koichiyoshida.jcp/
Q6383814,http://www.facebook.com/kitagamikeiro,page,168303759983946,https://www.facebook.com/kitagamikeiro/
Q41768435,https://www.facebook.com/profile.php?id=100008449007902,profile,100008449007902,https://www.facebook.com/profile.php?id=100008449007902
Q17160872,https://www.facebook.com/hideyuki.tanaka.790,profile,100002519816573,https://www.facebook.com/hideyuki.tanaka.790
Q41770872,https://www.facebook.com/ken.yamauchi.710,profile,100004104851210,https://www.facebook.com/ken.yamauchi.710
Q21701087,https://www.facebook.com/profile.php?id=100012097398682,profile,100012097398682,https://www.facebook.com/profile.php?id=100012097398682
Q41770875,https://www.facebook.com/marikokoro556/,page,1627324100917555,https://www.facebook.com/marikokoro556/
Q41770873,https://www.facebook.com/taro.honda.90,profile,100004153509818,https://www.facebook.com/taro.honda.90
Q41693423,https://www.facebook.com/inouekazunori0731,profile,100022367766368,https://www.facebook.com/inouekazunori0731
Q41770877,https://www.facebook.com/ryoichikamijo,profile,100002104164329,https://www.facebook.com/ryoichikamijo
Q41770877,https://www.facebook.com/kamijyo.ryoichi,page,337745433363609,https://www.facebook.com/kamijyo.ryoichi/
Q11466249,https://www.facebook.com/yamanoikazunori,profile,100002432420780,https://www.facebook.com/yamanoikazunori
