真島　省三,真島省三,真島,省三,共産,福岡県 9区,前,54,https://twitter.com/syouzoumajima,https://www.facebook.com/majimasyouzou.jcp,http://jcp-majimasyouzo.jp/,元県議,54歳
三原　朝彦,三原朝彦,三原,朝彦,自民,福岡県 9区,前,70,https://twitter.com/MiharaAsahiko,https://www.facebook.com/asahiko.mihara?ref=tn_tnmn,http://www.mihara.gr.jp/index.html#!/,原子力特委長,70歳
城井　崇,城井崇,城井,崇,希望,福岡県 10区,元,44,https://twitter.com/kiitakashi,https://www.facebook.com/takashi.kii,http://kiitaka.net/,元文科政務官,44歳
田村　貴昭,田村貴昭,田村,貴昭,共産,福岡県 10区,前,56,https://twitter.com/TAMURATAKAAKI,https://www.facebook.com/tamuratakaaki/?fref=ts,http://tamura-takaaki.com/,元北九州市議,56歳
山本　幸三,山本幸三,山本,幸三,自民,福岡県 10区,前,69,https://twitter.com/‎yamamotogiin,https://www.facebook.com/yamamotokozogiin,http://www.yamamotokozo.com/,前地方創生相,69歳
竹内　信昭,竹内信昭,竹内,信昭,社民,福岡県 11区,新,64,https://twitter.com/fwic9857,https://www.facebook.com/sdp.takeuchi,,元高校教諭,64歳
武田　良太,武田良太,武田,良太,自民,福岡県 11区,前,49,,,https://www.ryota.gr.jp/,元防衛副大臣,49歳
村上　智信,村上智信,村上,智信,希望,福岡県 11区,新,47,,https://www.facebook.com/murakamitomonobu/,http://murakamitomonobu.rgr.jp/,元経産省室長,47歳
金子　恵美,金子恵美,金子,恵美,無所属,福島県 1区,前,52,https://twitter.com/kaneko_emi_,https://www.facebook.com/kaneko.emi.fukushima,http://kaneko-emi.com/,元復興政務官,52歳
亀岡　偉民,亀岡偉民,亀岡,偉民,自民,福島県 1区,前,61,https://twitter.com/kameokayositami,https://www.facebook.com/yositamikameoka/,http://www.kameokayoshitami.com/,元復興政務官,61歳
岡部　光規,岡部光規,岡部,光規,希望,福島県 2区,新,48,https://twitter.com/okabemitsunori,https://www.facebook.com/okabemitsunori,http://www.okabemitsunori.com/,医師,48歳
平　善彦,平善彦,平,善彦,共産,福島県 2区,新,65,,,,党県委員,65歳
根本　匠,根本匠,根本,匠,自民,福島県 2区,前,66,,https://www.facebook.com/Nemoto.Official/,https://www.t-nemoto.com/,元復興相,66歳
上杉　謙太郎,上杉謙太郎,上杉,謙太郎,自民,福島県 3区,新,42,https://twitter.com/uesugi_kentaro,https://www.facebook.com/kentaro.uesugi,,元議員秘書,42歳
玄葉　光一郎,玄葉光一郎,玄葉,光一郎,無所属,福島県 3区,前,53,,,http://www.kgemba.com/,元外相,53歳
橋本　健二,橋本健二,橋本,健二,共産,福島県 3区,新,68,,,,元須賀川市議,68歳
小熊　慎司,小熊慎司,小熊,慎司,希望,福島県 4区,前,49,https://twitter.com/oguma_shinji,https://www.facebook.com/shinji.oguma.5,http://oguma-s.com/,外務委理事,49歳
菅家　一郎,菅家一郎,菅家,一郎,自民,福島県 4区,前,62,https://twitter.com/kanke_ichirou,https://www.facebook.com/ichiro.kanke/,https://kanke-ichiro.jp/,元市長,62歳
古川　芳憲,古川芳憲,古川,芳憲,共産,福島県 4区,新,66,,,,党地区役員,66歳
渡辺　敏雄,渡辺敏雄,渡辺,敏雄,社民,福島県 4区,新,68,,,,党福島県連幹事長,68歳
遠藤　陽子,遠藤陽子,遠藤,陽子,社民,福島県 5区,新,67,,,,県連常任幹事　中学校教諭　県教職員組合書記次長・支部長,67歳
熊谷　智,熊谷智,熊谷,智,共産,福島県 5区,新,37,https://twitter.com/h0use3,https://www.facebook.com/kumatomo3,,党県常任委員,37歳
吉田　泉,吉田泉,吉田,泉,希望,福島県 5区,前,68,,https://www.facebook.com/yoshidaizumi01,http://www.y-izumi.jp/,元復興副大臣,68歳
吉野　正芳,吉野正芳,吉野,正芳,自民,福島県 5区,前,69,,,http://www.myoshino.com/,復興相,69歳
野田　聖子,野田聖子,野田,聖子,自民,岐阜県 1区,前,56,https://twitter.com/noda_seiko93,https://www.facebook.com/noda.seiko,http://www.noda-seiko.gr.jp/,総務相,56歳
野原　典子,野原典子,野原,典子,幸福,岐阜県 1区,新,60,,https://www.facebook.com/norico.nohara,http://nohara-noriko.com/,医療法人野原クリニック 理事,60歳
山越　徹,山越徹,山越,徹,共産,岐阜県 1区,新,47,,https://www.facebook.com/yamakoshi.toru,,党准県委員,47歳
吉田　里江,吉田里江,吉田,里江,無所属,岐阜県 1区,新,51,https://twitter.com/info48872502,https://www.facebook.com/gifu.yoshidarie/,http://www.yoshidarie.net/,元議員秘書,51歳
棚橋　泰文,棚橋泰文,棚橋,泰文,自民,岐阜県 2区,前,54,https://twitter.com/y_tanahashi,,https://www.tanahashi-yasufumi.com/,元科学技術相,54歳
森桜　房義,森桜房義,森桜,房義,共産,岐阜県 2区,新,60,,,,党地区委員長,60歳
井上　諭,井上諭,井上,諭,共産,岐阜県 3区,新,49,,,,党県委員,49歳
阪口　直人,阪口直人,阪口,直人,希望,岐阜県 3区,元,54,https://twitter.com/Sakaguchi_Naoto,https://www.facebook.com/naoto.sakaguchi.12,http://naotosakaguchi.com/,元沖北特理事,54歳
武藤　容治,武藤容治,武藤,容治,自民,岐阜県 3区,前,61,https://twitter.com/mutouyouji,https://www.facebook.com/mutou.youji,http://www.mutou-youji.jp/,経産副大臣,61歳
今井　雅人,今井雅人,今井,雅人,希望,岐阜県 4区,前,55,https://twitter.com/imai_masato,https://www.facebook.com/masato.imai.7,http://www.imai-masato.com/,党県代表,55歳
佐伯　哲也,佐伯哲也,佐伯,哲也,維新,岐阜県 4区,新,46,,,,元可児市議,46歳
阿知波　吉信,阿知波吉信,阿知波,吉信,希望,岐阜県 5区,元,54,,,http://www.achiha.jp/,元国交委理事,54歳
小関　祥子,小関祥子,小関,祥子,共産,岐阜県 5区,新,64,,,,元土岐市議,64歳
古屋　圭司,古屋圭司,古屋,圭司,自民,岐阜県 5区,前,64,https://twitter.com/Furuya_keiji,https://www.facebook.com/furuyakeiji,http://www.furuya-keiji.jp/,前党選対委長,64歳
尾身　朝子,尾身朝子,尾身,朝子,自民,群馬県 1区,前,56,,https://www.facebook.com/AsakoOmi.jp/,https://asako-omi.jp/,ＮＰＯ役員,56歳
佐田　玄一郎,佐田玄一郎,佐田,玄一郎,無所属,群馬県 1区,前,64,,,http://www.sata-genichiro.jp/,元行革相,64歳
店橋　世津子,店橋世津子,店橋,世津子,共産,群馬県 1区,新,56,https://twitter.com/setuko2525de15,https://www.facebook.com/setuko2525,http://setuko2525.cocolog-nifty.com/,元前橋市議,56歳
中曽根　康隆,中曽根康隆,中曽根,康隆,無所属,群馬県 1区,新,35,,https://www.facebook.com/nakasone0119/,http://yasu-nakasone.com/,元議員秘書,35歳
宮崎　岳志,宮崎岳志,宮崎,岳志,希望,群馬県 1区,前,47,https://twitter.com/MIYAZAKI_Takesh,https://www.facebook.com/takeshi.miyazaki.961?fref=ts,http://www.miyazakitakeshi.jp/,元上毛記者,47歳
石関　貴史,石関貴史,石関,貴史,希望,群馬県 2区,前,45,,https://www.facebook.com/ishizekitakashi1972,http://www.ishizeki.jp/,元決算委員長,45歳
井野　俊郎,井野俊郎,井野,俊郎,自民,群馬県 2区,前,37,,https://www.facebook.com/ino.toshiro,http://www.inooffice.jp/,元法務政務官,37歳
長谷田　直之,長谷田直之,長谷田,直之,共産,群馬県 2区,新,61,https://twitter.com/takijidakkan,https://www.facebook.com/naoyuki.haseda,,党県常任委員,61歳
笹川　博義,笹川博義,笹川,博義,自民,群馬県 3区,前,50,,https://www.facebook.com/hirohiro.genki.sasagawa,http://www.sasagawa-hiroyoshi.com/,環境政務官,50歳
渋沢　哲男,渋沢哲男,渋沢,哲男,共産,群馬県 3区,新,58,https://twitter.com/tetuosibusawa,https://www.facebook.com/tetuo.sibusawa?fref=ts,,党地区委員長,58歳
長谷川　嘉一,長谷川嘉一,長谷川,嘉一,民主,群馬県 3区,新,64,https://twitter.com/HasegawaKaichi,,http://hasegawa-kaichi.org/,元県議,64歳
萩原　貞夫,萩原貞夫,萩原,貞夫,共産,群馬県 4区,新,68,,,,元中学教諭,68歳
福田　達夫,福田達夫,福田,達夫,自民,群馬県 4区,前,50,https://twitter.com/TatsuoFukuda,https://www.facebook.com/tatsuo.fukuda.page/,http://tatsuo-f.jp/,防衛政務官,50歳
不破　弘樹,不破弘樹,不破,弘樹,希望,群馬県 4区,新,51,,https://www.facebook.com/profile.php?id=100007283165996&fref=ts,http://www.minshin-fuwa.com/,元陸上選手,51歳
伊藤　達也,伊藤達也,伊藤,達也,共産,群馬県 5区,新,34,https://twitter.com/Tatsuya_jcp,https://www.facebook.com/tatsuya.jcp.g?fref=ts,,党県委員,34歳
猪口　幸子,猪口幸子,猪口,幸子,希望,群馬県 5区,新,61,,,,講師,61歳
小渕　優子,小渕優子,小渕,優子,自民,群馬県 5区,前,43,,,http://www.obuchiyuko.com/,元経済産業相,43歳
高橋　宣之,高橋宣之,高橋,宣之,社民,群馬県 5区,新,63,,,,県連副代表,63歳
大西　理,大西理,大西,理,共産,広島県 1区,新,51,https://twitter.com/＠peaceosanishi,https://www.facebook.com/osamu.onishi.739,http://kakushinhiroshima.hatenablog.com/,党地区委員長,51歳
岸田　文雄,岸田文雄,岸田,文雄,自民,広島県 1区,前,60,,https://www.facebook.com/kishdafumio,http://www.kishida.gr.jp/,党政調会長,60歳
灰岡　香奈,灰岡香奈,灰岡,香奈,維新,広島県 2区,新,34,https://twitter.com/kana_628,https://www.facebook.com/kana.haioka?fref=ts,https://ameblo.jp/haioka-kana/,元和木町議,34歳
平口　洋,平口洋,平口,洋,自民,広島県 2区,前,69,,https://www.facebook.com/%E5%B9%B3%E5%8F%A3%E3%81%B2%E3%82%8D%E3%81%97-754792087935566/,http://www.hiraguchi.com/,元環境副大臣,69歳
藤本　聡志,藤本聡志,藤本,聡志,共産,広島県 2区,新,62,,,,党県委員,62歳
松本　大輔,松本大輔,松本,大輔,希望,広島県 2区,元,46,,https://www.facebook.com/dakaradaisuke,http://www.dakara-daisuke.com/,元文科副大臣,46歳
水野　善丈,水野善丈,水野,善丈,幸福,広島県 2区,新,26,https://twitter.com/yoshio7_m,https://www.facebook.com/yoshio.soccer.yoshi?fref=ts,,ＨＳ政経塾生,26歳
今枝　仁,今枝仁,今枝,仁,維新,広島県 3区,新,46,https://twitter.com/imaedajin,https://www.facebook.com/imaedajin.hiroshima3ku/?fref=ts,,弁護士,46歳
河井　克行,河井克行,河井,克行,自民,広島県 3区,前,54,https://twitter.com/katsukawai,https://www.facebook.com/kawaikatsuyuki/,http://www.kawaikatsuyuki.com/,元首相補佐官,54歳
塩村　文夏,塩村文夏,塩村,文夏,無所属,広島県 3区,新,39,https://twitter.com/shiomura,https://www.facebook.com/ayaka.shiomura.7,http://shiomura-ayaka.com/,元東京都議,39歳
清水　貞子,清水貞子,清水,貞子,共産,広島県 3区,新,70,https://twitter.com/teikoshimizu,,,党県委員,70歳
野村　昌央,野村昌央,野村,昌央,幸福,広島県 3区,新,35,,https://www.facebook.com/masateru.nomura,,ＨＳ政経塾生,35歳
上野　寛治,上野寛治,上野,寛治,希望,広島県 4区,新,,,,,-,歳
恵飛須　圭二,恵飛須圭二,恵飛須,圭二,無所属,広島県 4区,新,34,,https://www.facebook.com/keiji.ebisu?fref=ts,http://ebisukeiji.com/,元電機会社員,34歳
落合　洋司,落合洋司,落合,洋司,無所属,広島県 4区,新,53,https://twitter.com/yjochi,https://www.facebook.com/kaita1964/,,弁護士,53歳
新谷　正義,新谷正義,新谷,正義,自民,広島県 4区,前,42,,https://www.facebook.com/shintani.officialpage/,https://www.shintani-m.jp/index.html,医療法人理事長,42歳
空本　誠喜,空本誠喜,空本,誠喜,維新,広島県 4区,元,53,,,http://www.soramoto.com/,技術指導会社長,53歳
中石　仁,中石仁,中石,仁,共産,広島県 4区,新,54,,https://www.facebook.com/profile.php?id=100010213218063,http://kyodo-support.com/nakaishi/,党県委員,54歳
尾崎　光,尾崎光,尾崎,光,共産,広島県 5区,新,64,,,,元府中町議,64歳
寺田　稔,寺田稔,寺田,稔,自民,広島県 5区,前,59,https://twitter.com/terada124,https://www.facebook.com/teradaminoru,http://www.teradaminoru.com/index.php,元内閣副大臣,59歳
橋本　琴絵,橋本琴絵,橋本,琴絵,希望,広島県 5区,新,,,https://www.facebook.com/profile.php?id=100022305480751,,-,歳
小島　敏文,小島敏文,小島,敏文,自民,広島県 6区,前,66,https://twitter.com/kojimatoshifumi,https://www.facebook.com/kojimatoshifumi.fp,http://kojima-toshifumi.jp/,元国交委理事,66歳
佐藤　公治,佐藤公治,佐藤,公治,希望,広島県 6区,元,58,https://twitter.com/kouji_satou,https://www.facebook.com/kouj.sato/,http://www.satoukouji.com/,党財務委員長,58歳
小林　史明,小林史明,小林,史明,自民,広島県 7区,前,34,https://twitter.com/kb2474,https://www.facebook.com/fumiaki.kobayashi0408,https://fumiaki-kobayashi.jp/,総務政務官,34歳
佐藤　広典,佐藤広典,佐藤,広典,希望,広島県 7区,新,41,,https://www.facebook.com/satohironoridp/,http://www.satohironori.com/,元東京都議,41歳
重村　幸司,重村幸司,重村,幸司,共産,広島県 7区,新,66,,,,党県委員,66歳
船橋　利実,船橋利実,船橋,利実,自民,北海道 1区,元,56,https://twitter.com/t_funahashi,https://www.facebook.com/funahashi.toshimitsu,http://funahashi-toshimitsu.jp/,元道議,56歳
道下　大樹,道下大樹,道下,大樹,民主,北海道 1区,新,41,,https://www.facebook.com/michishitadaiki/,https://www.michishita-daiki.jp/,道議,41歳
金倉　昌俊,金倉昌俊,金倉,昌俊,共産,北海道 2区,新,42,https://twitter.com/kanakuramasato,https://www.facebook.com/kanakuramasatoshi,http://www.kanakura.net/,党准中央委員,42歳
小和田　康文,小和田康文,小和田,康文,維新,北海道 2区,新,46,https://twitter.com/kujira0827,https://www.facebook.com/yasufumi.kowada,,行政書士,46歳
松木　謙公,松木謙公,松木,謙公,希望,北海道 2区,前,58,https://twitter.com/kenkou64865187,https://www.facebook.com/%E6%9D%BE%E6%9C%A8%E3%81%91%E3%82%93%E3%81%93%E3%81%86-870688479616480/,http://kenko-matsuki.jp/,元決算委員長,58歳
吉川　貴盛,吉川貴盛,吉川,貴盛,自民,北海道 2区,前,66,,https://www.facebook.com/takamori.yoshikawa/posts/1151558608283964,http://tyoshikawa.com/,元農水副大臣,66歳
荒井　　聡,荒井聡,荒井,聡,民主,北海道 3区,前,71,,https://www.facebook.com/Satoshi.Arai21/,https://www.arai21.net/,元国家戦略相,71歳
高木　宏寿,高木宏寿,高木,宏寿,自民,北海道 3区,前,57,https://twitter.com/takagi_hirohisa,https://www.facebook.com/takagi.hirohisa/,http://www.hirohisa-takagi.jp/,元復興政務官,57歳
高橋　美穂,高橋美穂,高橋,美穂,希望,北海道 4区,元,52,https://twitter.com/mihojimukyoku,https://www.facebook.com/takahashimiho.jp,http://www.takahashi-miho.jp/,行政書士,52歳
中村　裕之,中村裕之,中村,裕之,自民,北海道 4区,前,56,,https://www.facebook.com/hiroyuki.nakamura.1466126,http://www.hiro-nakamura.jp/,安保委理事,56歳
本多　平直,本多平直,本多,平直,民主,北海道 4区,元,52,https://twitter.com/pontapiranao,https://www.facebook.com/hondahiranao/,http://www.hiranao.com/,元首相補佐官,52歳
池田　真紀,池田真紀,池田,真紀,民主,北海道 5区,新,45,https://twitter.com/ikemakihonki,https://www.facebook.com/ikemakitsukuru/,http://ikemaki.jp/,社会福祉士,45歳
森山　佳則,森山佳則,森山,佳則,幸福,北海道 5区,新,50,https://twitter.com/YosshiiMoriyama,https://www.facebook.com/moriyama.hokkaido,http://moriyama-yoshinori-hrp.blogspot.jp/,元製鉄会社員,50歳
和田　義明,和田義明,和田,義明,自民,北海道 5区,前,45,https://twitter.com/ywada_hokkaido5,https://www.facebook.com/wadayoshiaki5/,http://yoshiakiwada.com/,元商社員,45歳
今津　寛,今津寛,今津,寛,自民,北海道 6区,前,70,https://twitter.com/imazu164,https://www.facebook.com/imazuhiroshi164,http://hiroshi-i.net/,元防衛副長官,70歳
佐々木　隆博,佐々木隆博,佐々木,隆博,民主,北海道 6区,前,68,https://twitter.com/sasaki_stop_tpp,https://www.facebook.com/takahiro.sasaki.54966?fref=ts,http://www.sasaki-takahiro.jp/,元農水副大臣,68歳
石川　明美,石川明美,石川,明美,共産,北海道 7区,新,66,,,http://www2.plala.or.jp/ishiishi/,元釧路市議,66歳
伊東　良孝,伊東良孝,伊東,良孝,自民,北海道 7区,前,68,,https://www.facebook.com/itoyoshitaka07,http://ito-yoshitaka.jp/,元農水副大臣,68歳
逢坂　誠二,逢坂誠二,逢坂,誠二,無所属,北海道 8区,前,58,https://twitter.com/seiji_ohsaka,https://www.facebook.com/ohsakaseiji,http://ohsaka.jp/,元首相補佐官,58歳
前田　一男,前田一男,前田,一男,自民,北海道 8区,前,51,https://twitter.com/DonanMaeda,https://www.facebook.com/kazuo.maeda.334,http://www.maedakazuo.jp/,文科委理事,51歳
堀井　学,堀井学,堀井,学,自民,北海道 9区,前,45,,https://www.facebook.com/jimusyo.horiimanabu,https://horiimanabu.jp/,外務政務官,45歳
松橋　千春,松橋千春,松橋,千春,共産,北海道 9区,新,35,,https://www.facebook.com/profile.php?id=100008887746844,https://ameblo.jp/matsuhashi-chiharu/,党地区役員,35歳
山岡　達丸,山岡達丸,山岡,達丸,希望,北海道 9区,元,38,,,http://tatumaru1979.blog.jp/,元沖北特理事,38歳
稲津　久,稲津久,稲津,久,公明,北海道 10区,前,59,https://twitter.com/InatsuHisashi,https://www.facebook.com/inatsu.news,http://www.inatsu.com/,元農水政務官,59歳
神谷　裕,神谷裕,神谷,裕,民主,北海道 10区,新,49,,,,元議員秘書,49歳
石川　香織,石川香織,石川,香織,民主,北海道 11区,新,33,,https://www.facebook.com/ishikawa.kaori.12,,元民法アナ,33歳
中川　郁子,中川郁子,中川,郁子,自民,北海道 11区,前,58,https://twitter.com/nakagawayuko,https://www.facebook.com/yuko.nakagawa.355?hc_ref=ARRS5K1eavipspjTll5-UXCyUDIg3X1r23MHV4c7vHBbwYl-stdyiH5jiH6iwWtdAVM&fref=nf,http://nakagawa-yuko.jp/,元農水政務官,58歳
菅原　誠,菅原誠,菅原,誠,共産,北海道 12区,新,44,https://twitter.com/sugawara_makoto,,,党地区委員長,44歳
武部　新,武部新,武部,新,自民,北海道 12区,前,47,https://twitter.com/takebearata,https://www.facebook.com/TakebeArata.12/,https://takebe-arata.com/,環境政務官,47歳
水上　美華,水上美華,水上,美華,希望,北海道 12区,新,35,,https://www.facebook.com/mizukami.mika12/,http://mika-mizukami.jp/,元北見市議,35歳
井坂　信彦,井坂信彦,井坂,信彦,希望,兵庫県 1区,前,43,https://twitter.com/isakanobuhiko,https://www.facebook.com/isakanobuhiko/?fref=ts,http://www.isaka-nobuhiko.jp/#id55,厚労委理事,43歳
梅村　聡,梅村聡,梅村,聡,維新,兵庫県 1区,新,42,,https://www.facebook.com/profile.php?id=100005141893470&fref=ts,http://www.s-umemura.jp/,元参院議員,42歳
盛山　正仁,盛山正仁,盛山,正仁,自民,兵庫県 1区,前,63,,https://www.facebook.com/moriyama.masahito?fref=ts,http://www.moriyama-hashiru.jp/,元法務副大臣,63歳
力重　智之,力重智之,力重,智之,共産,兵庫県 1区,新,38,https://twitter.com/rikiriki1005,https://www.facebook.com/profile.php?id=100006856698727,,党県常任委員,38歳
赤羽　一嘉,赤羽一嘉,赤羽,一嘉,公明,兵庫県 2区,前,59,https://twitter.com/AKBhyogo2ku,https://www.facebook.com/akabakazuyoshi/,https://www.akaba-now.com/,元経産副大臣,59歳
平松　順子,平松順子,平松,順子,共産,兵庫県 2区,新,67,https://twitter.com/jhiramatu,,,党県常任委員,67歳
船川　治郎,船川治郎,船川,治郎,無所属,兵庫県 2区,新,50,,https://www.facebook.com/jiro.funakawa,http://www.funakawajiro.com/,会社役員,50歳
関　芳弘,関芳弘,関,芳弘,自民,兵庫県 3区,前,52,https://twitter.com/sekiyoshihiro,https://www.facebook.com/sekiyoshihiro/,http://3ku-seki.com/,元環境副大臣,52歳
冨士谷　香恵子,冨士谷香恵子,冨士谷,香恵子,共産,兵庫県 3区,新,65,,,,党地区委員,65歳
松木　秀一郎,松木秀一郎,松木,秀一郎,維新,兵庫県 3区,新,33,,https://www.facebook.com/shuichiro.matsuki,,証券会社員,33歳
横畑　和幸,横畑和幸,横畑,和幸,希望,兵庫県 3区,新,45,,https://www.facebook.com/profile.php?id=100011706351887&fref=ts,http://yokohata.net/,元神戸市議,45歳
大椙　鉄夫,大椙鉄夫,大椙,鉄夫,共産,兵庫県 4区,新,69,,,,党地区委員長,69歳
佐藤　泰樹,佐藤泰樹,佐藤,泰樹,無所属,兵庫県 4区,新,46,,https://www.facebook.com/Satoyasuki4Hyogo,http://satoyasuki.net/,元商社員,46歳
野口　威光,野口威光,野口,威光,希望,兵庫県 4区,新,,,,,-,歳
藤井　比早之,藤井比早之,藤井,比早之,自民,兵庫県 4区,前,45,https://twitter.com/FujiiHisayuki,https://www.facebook.com/FujiiHisayuki,http://fujiihisayuki.jp/,元国交政務官,45歳
梶原　康弘,梶原康弘,梶原,康弘,希望,兵庫県 5区,元,60,,https://www.facebook.com/people/%E6%A2%B6%E5%8E%9F-%E3%82%84%E3%81%99%E3%81%B2%E3%82%8D/100003780227855,,元農水政務官,60歳
谷　公一,谷公一,谷,公一,自民,兵庫県 5区,前,65,,https://www.facebook.com/profile.php?id=100004153819189,https://www.tanikouichi.jp/,元復興副大臣,65歳
西中　孝男,西中孝男,西中,孝男,共産,兵庫県 5区,新,68,,,,元三田市議,68歳
幾村　奈応子,幾村奈応子,幾村,奈応子,希望,兵庫県 6区,新,,,,,-,歳
市村　浩一郎,市村浩一郎,市村,浩一郎,維新,兵庫県 6区,元,53,,,http://www.javjav.com/,元国交政務官,53歳
大串　正樹,大串正樹,大串,正樹,自民,兵庫県 6区,前,51,https://twitter.com/Ogushi_Masaki,https://www.facebook.com/masaki.ogushi,http://m-ogushi.com/,経産政務官,51歳
桜井　周,桜井周,桜井,周,民主,兵庫県 6区,新,47,https://twitter.com/sakurai_shu,https://www.facebook.com/shu.sakurai.7?fref=ts,http://sakuraishu.net/,伊丹市議,47歳
吉見　秋彦,吉見秋彦,吉見,秋彦,共産,兵庫県 6区,新,42,https://twitter.com/metaboll,https://www.facebook.com/profile.php?id=100005055369694&fref=ts,,党地区委員長,42歳
上田　幸子,上田幸子,上田,幸子,共産,兵庫県 7区,新,69,https://twitter.com/satiueda29,,,西宮市議,69歳
畠中　光成,畠中光成,畠中,光成,希望,兵庫県 7区,元,45,https://twitter.com/hatanaka_mitsu,https://www.facebook.com/hatanaka.mitsunari,http://hatanaka.hyogo.jp/,元議運委理事,45歳
三木　圭恵,三木圭恵,三木,圭恵,維新,兵庫県 7区,元,51,https://twitter.com/keemiki,https://www.facebook.com/profile.php?id=100001984682696,http://www.55miki.com/,元三田市議,51歳
山田　賢司,山田賢司,山田,賢司,自民,兵庫県 7区,前,51,https://twitter.com/‎Ymd_Knj,https://www.facebook.com/kenji.yamada.54,http://www.yamada-kenji.com/,財金委理事,51歳
中野　洋昌,中野洋昌,中野,洋昌,公明,兵庫県 8区,前,39,https://twitter.com/Hiro_NAKANO_,https://www.facebook.com/nakanohiromasa.office,http://www.nakano-hiromasa.com/,原子力特理事,39歳
堀内　照文,堀内照文,堀内,照文,共産,兵庫県 8区,前,44,https://twitter.com/teruhoriuchi,https://www.facebook.com/terufumi.horiuchi,http://www.teru-horiuchi.com/,党准中央委員,44歳
川戸　康嗣,川戸康嗣,川戸,康嗣,希望,兵庫県 9区,新,42,https://twitter.com/humandream1,https://www.facebook.com/profile.php?id=100002190472586&ref=tn_tnmn,http://www.kawatoyasushi.net/,会社役員,42歳
菊地　憲之,菊地憲之,菊地,憲之,新社,兵庫県 9区,新,61,https://twitter.com/nkikucchi,https://www.facebook.com/profile.php?id=100012702090050,http://hipeace.jugem.jp/,新社会県役員,61歳
西村　康稔,西村康稔,西村,康稔,自民,兵庫県 9区,前,54,https://twitter.com/nishy03,https://www.facebook.com/yasutoshi.nisimura,http://www.yasutoshi.jp/,官房副長官,54歳
金田　峰生,金田峰生,金田,峰生,共産,兵庫県 10区,新,51,https://twitter.com/mineo_kaneda,,,元県議,51歳
柘植　厚人,柘植厚人,柘植,厚人,希望,兵庫県 10区,新,,,https://www.facebook.com/people/Atsuhito-Tsuge/100004101044381,,-,歳
渡海　紀三朗,渡海紀三朗,渡海,紀三朗,自民,兵庫県 10区,前,69,https://twitter.com/tokaikisaburo,https://www.facebook.com/kisaburo.tokai?fref=ts,https://www.kisaburo.net/,元文部科学相,69歳
稲村　知,稲村知,稲村,知,共産,兵庫県 11区,新,57,,,,党地区委員,57歳
長安　豊,長安豊,長安,豊,希望,兵庫県 11区,元,48,https://twitter.com/nagayasu2,https://www.facebook.com/nagayasut/,http://www.nagayasu.ne.jp/,元国交副大臣,48歳
松本　剛明,松本剛明,松本,剛明,自民,兵庫県 11区,前,58,,https://www.facebook.com/%E6%9D%BE%E6%9C%AC-%E3%81%9F%E3%81%91%E3%81%82%E3%81%8D-211674492334258/,http://www.m-takeaki.jp/,元外相,58歳
池畑　浩太朗,池畑浩太朗,池畑,浩太朗,希望,兵庫県 12区,新,47,,https://www.facebook.com/%E6%B1%A0%E7%95%91%E6%B5%A9%E5%A4%AA%E6%9C%97-786153221516243/,http://www.ikehata-koutarou.jp/,元県議,47歳
堀　譲,堀譲,堀,譲,共産,兵庫県 12区,新,67,https://twitter.com/yuzuruhori_jcp,,,元たつの市議,67歳
山口　壮,山口壮,山口,壮,自民,兵庫県 12区,前,62,https://twitter.com/244yamaguchi,https://www.facebook.com/244yamaguchi,http://www.mission21.gr.jp/,安保委員長,62歳
大内　久美子,大内久美子,大内,久美子,共産,茨城県 1区,新,68,,,http://blog.livedoor.jp/oouchikumiko/,元県議,68歳
川辺　賢一,川辺賢一,川辺,賢一,幸福,茨城県 1区,新,30,https://twitter.com/kawabekenichi,https://www.facebook.com/kawabekenichiofficial/,http://kawabe-kenichi.com/,党県代表,30歳
田所　嘉徳,田所嘉徳,田所,嘉徳,自民,茨城県 1区,前,63,https://twitter.com/tadokoro_yoshi,https://www.facebook.com/tadokoroyoshi,http://tadokoro.moon.bindcloud.jp/,元法務政務官,63歳
福島　伸享,福島伸享,福島,伸享,希望,茨城県 1区,前,47,,https://www.facebook.com/nobuyuki.fukushima.58,http://www.fukuchan-japan.com/seisaku/index.html,元経産省職員,47歳
石津　政雄,石津政雄,石津,政雄,希望,茨城県 2区,元,70,,,,元総務政務官,70歳
額賀　福志郎,額賀福志郎,額賀,福志郎,自民,茨城県 2区,前,73,,https://www.facebook.com/profile.php?id=100014169152607&fref=ts,http://www.nukaga-fukushiro.jp/,元財務相,73歳
星野　文雄,星野文雄,星野,文雄,共産,茨城県 2区,新,69,,,,党県委員,69歳
葉梨　康弘,葉梨康弘,葉梨,康弘,自民,茨城県 3区,前,57,,,https://www.hanashiyasuhiro.com/,法務副大臣,57歳
林　京,林京,林,京,共産,茨城県 3区,新,67,,,,元取手市議,67歳
樋口　舞,樋口舞,樋口,舞,希望,茨城県 3区,新,58,,,,-,58歳
大熊　利昭,大熊利昭,大熊,利昭,希望,茨城県 4区,元,54,https://twitter.com/okumatoshiaki,https://www.facebook.com/toshiaki.okuma,http://www.okumatoshiaki.com/,元商社員,54歳
梶山　弘志,梶山弘志,梶山,弘志,自民,茨城県 4区,前,61,https://twitter.com/kajiyamahiroshi,https://www.facebook.com/kajiyama.hiroshi,https://kajiyama-office.com/,地方創生相,61歳
堀江　鶴治,堀江鶴治,堀江,鶴治,共産,茨城県 4区,新,75,,,,元市議,75歳
