岩手2区,,,,"98,842",畑  浩治,畑,浩治,54,希望,元,https://mainichi.jp/senkyo/48shu/area/?kid=03
岩手3区,,,当,"130,229",小沢 一郎,小沢,一郎,75,無所属,前,https://mainichi.jp/senkyo/48shu/area/?kid=03
岩手3区,,,当比,"96,571",藤原  崇,藤原,崇,34,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=03
宮城1区,,,当,"100,123",土井  亨,土井,亨,59,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城1区,,,当比,"78,704",岡本 章子,岡本,章子,53,立憲民主,新,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城1区,,,,"24,047",伊藤 優太,伊藤,優太,32,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城1区,,,,"10,001",畠山 昌樹,畠山,昌樹,43,維新,新,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城1区,,,,"2,413",油井 哲史,油井,哲史,37,諸派,新,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城1区,,,,"1,547",今留 尚人,今留,尚人,52,無所属,新,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城2区,,,当,"111,559",秋葉 賢也,秋葉,賢也,55,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城2区,,,,"110,243",鎌田さゆり,,,52,無所属,元,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城3区,,,当,"92,893",西村 明宏,西村,明宏,57,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城3区,,,,"40,670",一條 芳弘,一條,芳弘,44,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城3区,,,,"20,469",吉田  剛,吉田,剛,35,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城4区,,,当,"73,298",伊藤信太郎,,,64,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城4区,,,,"34,424",坂東 毅彦,坂東,毅彦,58,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城4区,,,,"17,688",高村 直也,高村,直也,34,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城5区,,,当,"89,423",安住  淳,安住,淳,55,無所属,前,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城5区,,,,"50,496",勝沼 栄明,勝沼,栄明,42,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城6区,,,当,"123,871",小野寺五典,,,57,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=04
宮城6区,,,,"20,638",横田 有史,横田,有史,73,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=04
秋田1区,,,当,"79,442",冨樫 博之,冨樫,博之,62,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=05
秋田1区,,,,"53,850",松浦 大悟,松浦,大悟,48,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=05
秋田1区,,,,"14,584",斉藤 大悟,斉藤,大悟,38,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=05
秋田2区,,,当,"74,835",金田 勝年,金田,勝年,68,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=05
秋田2区,,,当比,"73,163",緑川 貴士,緑川,貴士,32,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=05
秋田2区,,,,"13,642",藤本 友里,藤本,友里,38,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=05
秋田3区,,,当,"107,432",御法川信英,,,53,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=05
秋田3区,,,,"93,746",村岡 敏英,村岡,敏英,57,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=05
秋田3区,,,,"11,274",冨岡  昭,冨岡,昭,67,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=05
山形1区,,,当,"104,227",遠藤 利明,遠藤,利明,67,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=06
山形1区,,,,"62,407",荒井  寛,荒井,寛,44,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=06
山形1区,,,,"15,354",石川  渉,石川,渉,43,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=06
山形2区,,,当,"109,949",鈴木 憲和,鈴木,憲和,35,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=06
山形2区,,,,"92,035",近藤 洋介,近藤,洋介,52,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=06
山形2区,,,,"10,923",岩本 康嗣,岩本,康嗣,52,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=06
山形3区,,,当,"103,973",加藤 鮎子,加藤,鮎子,38,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=06
山形3区,,,,"81,708",阿部 寿一,阿部,寿一,58,希望,元,https://mainichi.jp/senkyo/48shu/area/?kid=06
山形3区,,,,"11,241",加藤 太一,加藤,太一,66,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=06
山形3区,,,,"2,329",城取 良太,城取,良太,40,諸派,新,https://mainichi.jp/senkyo/48shu/area/?kid=06
福島1区,,,当,"126,664",金子 恵美,金子,恵美,52,無所属,前,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島1区,,,当比,"113,514",亀岡 偉民,亀岡,偉民,62,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島2区,,,当,"96,892",根本  匠,根本,匠,66,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島2区,,,,"59,377",岡部 光規,岡部,光規,49,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島2区,,,,"18,279",平  善彦,平,善彦,65,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島2区,,,,"9,685",西村 恵美,西村,恵美,54,維新,新,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島3区,,,当,"92,930",玄葉光一郎,,,53,無所属,前,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島3区,,,当比,"60,006",上杉謙太郎,,,42,自民,新,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島3区,,,,"11,196",橋本 健二,橋本,健二,69,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島4区,,,当,"68,282",菅家 一郎,菅家,一郎,62,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島4区,,,当比,"67,073",小熊 慎司,小熊,慎司,49,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島4区,,,,"9,492",古川 芳憲,古川,芳憲,66,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島4区,,,,"8,063",渡辺 敏雄,渡辺,敏雄,68,社民,新,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島5区,,,当,"86,461",吉野 正芳,吉野,正芳,69,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島5区,,,,"51,478",吉田  泉,吉田,泉,68,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島5区,,,,"16,154",熊谷  智,熊谷,智,37,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=07
福島5区,,,,"7,186",遠藤 陽子,遠藤,陽子,67,社民,新,https://mainichi.jp/senkyo/48shu/area/?kid=07
茨城1区,,,当,"100,875",田所 嘉徳,田所,嘉徳,63,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城1区,,,,"82,835",福島 伸享,福島,伸享,47,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城1区,,,,"22,034",大内久美子,,,68,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城1区,,,,"2,564",川辺 賢一,川辺,賢一,30,諸派,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城2区,,,当,"104,183",額賀福志郎,,,73,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城2区,,,,"57,098",石津 政雄,石津,政雄,70,希望,元,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城2区,,,,"14,675",星野 文雄,星野,文雄,69,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城3区,,,当,"113,068",葉梨 康弘,葉梨,康弘,58,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城3区,,,,"51,060",樋口  舞,樋口,舞,44,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城3区,,,,"34,112",林   京,林,京,67,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城4区,,,当,"97,966",梶山 弘志,梶山,弘志,62,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城4区,,,,"29,547",大熊 利昭,大熊,利昭,54,希望,元,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城4区,,,,"12,548",堀江 鶴治,堀江,鶴治,75,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城5区,,,当,"61,450",石川 昭政,石川,昭政,45,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城5区,,,当比,"56,098",浅野  哲,浅野,哲,35,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城5区,,,,"10,027",川崎 篤子,川崎,篤子,64,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城6区,,,当,"102,820",国光 文乃,国光,文乃,38,自民,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城6区,,,当比,"96,987",青山 大人,青山,大人,38,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城6区,,,,"24,227",古沢 喜幸,古沢,喜幸,71,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城7区,,,当,"77,719",中村喜四郎,,,68,無所属,前,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城7区,,,当比,"62,617",永岡 桂子,永岡,桂子,63,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=08
茨城7区,,,,"18,308",石嶋  巌,石嶋,巌,63,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=08
栃木1区,,,当,"109,139",船田  元,船田,元,63,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木1区,,,,"51,122",柏倉 祐司,柏倉,祐司,48,希望,元,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木1区,,,,"33,681",渡辺 典喜,渡辺,典喜,34,無所属,新,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木1区,,,,"16,463",青木  弘,青木,弘,56,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木2区,,,当,"75,031",福田 昭夫,福田,昭夫,69,無所属,前,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木2区,,,,"65,445",西川 公也,西川,公也,74,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木3区,,,当,"74,371",簗  和生,簗,和生,38,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木3区,,,,"42,820",渡辺美由紀,,,58,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木3区,,,,"9,990",槙  昌三,槙,昌三,74,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木3区,,,,"1,561",石渡  剛,石渡,剛,48,諸派,新,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木4区,,,当,"111,167",佐藤  勉,佐藤,勉,65,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木4区,,,,"76,294",藤岡 隆雄,藤岡,隆雄,40,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木4区,,,,"16,741",山崎 寿彦,山崎,寿彦,64,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木5区,,,当,"89,403",茂木 敏充,茂木,敏充,62,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木5区,,,,"41,438",大豆生田実,,,51,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=09
栃木5区,,,,"13,485",川上  均,川上,均,61,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=09
群馬1区,,,当,"92,641",尾身 朝子,尾身,朝子,56,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬1区,,,,"71,569",宮崎 岳志,宮崎,岳志,47,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬1区,,,,"25,818",店橋世津子,,,56,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬2区,,,当,"89,219",井野 俊郎,井野,俊郎,37,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬2区,,,,"48,545",石関 貴史,石関,貴史,45,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬2区,,,,"21,908",長谷田直之,,,61,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬3区,,,当,"83,446",笹川 博義,笹川,博義,51,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬3区,,,当比,"67,456",長谷川嘉一,,,64,立憲民主,新,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬4区,,,当,"93,262",福田 達夫,福田,達夫,50,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬4区,,,,"36,167",不破 弘樹,不破,弘樹,51,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬4区,,,,"24,006",萩原 貞夫,萩原,貞夫,68,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬5区,,,当,"109,453",小渕 優子,小渕,優子,43,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬5区,,,,"30,127",猪口 幸子,猪口,幸子,61,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬5区,,,,"14,935",伊藤 達也,伊藤,達也,34,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=10
群馬5区,,,,"14,008",高橋 宣之,高橋,宣之,63,社民,新,https://mainichi.jp/senkyo/48shu/area/?kid=10
埼玉1区,,,当,"106,699",村井 英樹,村井,英樹,37,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉1区,,,,"75,716",武正 公一,武正,公一,56,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉1区,,,,"33,593",鳥羽  恵,鳥羽,恵,58,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉1区,,,,"11,577",小檜山清人,,,60,維新,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉2区,,,当,"110,072",新藤 義孝,新藤,義孝,59,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉2区,,,,"64,783",菅  克己,菅,克己,51,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉2区,,,,"34,846",平川 道也,平川,道也,45,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉3区,,,当,"95,093",黄川田仁志,,,47,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉3区,,,当比,"73,250",山川百合子,,,48,立憲民主,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉3区,,,,"29,867",三輪 麻美,三輪,麻美,30,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉3区,,,,"10,864",谷古宇勘司,,,66,維新,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉3区,,,,"2,040",石川 英行,石川,英行,54,無所属,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉3区,,,,"2,009",飯田  剛,飯田,剛,58,諸派,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉4区,,,当,"74,287",穂坂  泰,穂坂,泰,43,自民,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉4区,,,,"50,165",吉田 芳朝,吉田,芳朝,43,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉4区,,,,"29,125",朝賀 英義,朝賀,英義,67,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉4区,,,,"23,362",青柳 仁士,青柳,仁士,38,維新,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉4区,,,,"21,614",豊田真由子,,,43,無所属,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉5区,,,当,"119,091",枝野 幸男,枝野,幸男,53,立憲民主,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉5区,,,当比,"77,023",牧原 秀樹,牧原,秀樹,46,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉5区,,,,"11,379",高木 秀文,高木,秀文,44,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉6区,,,当,"106,448",大島  敦,大島,敦,60,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉6区,,,当比,"92,222",中根 一幸,中根,一幸,48,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉6区,,,,"29,020",戸口 佐一,戸口,佐一,67,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉7区,,,当,"90,841",神山 佐市,神山,佐市,63,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉7区,,,当比,"78,202",小宮山泰子,,,52,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉7区,,,,"36,830",長沼 チネ,長沼,チネ,67,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉8区,,,当,"92,952",柴山 昌彦,柴山,昌彦,51,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉8区,,,,"61,501",小野塚勝俊,,,45,希望,元,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉8区,,,,"33,204",辻  源巳,辻,源巳,46,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉9区,,,当,"111,815",大塚  拓,大塚,拓,44,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉9区,,,,"57,599",杉村 慎治,杉村,慎治,41,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉9区,,,,"40,822",神田 三春,神田,三春,63,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉10区,,,当,"85,453",山口 泰明,山口,泰明,68,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉10区,,,,"66,106",坂本祐之輔,,,62,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉10区,,,,"26,504",柿沼 遥輝,柿沼,遥輝,34,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉11区,,,当,"88,290",小泉 龍司,小泉,龍司,65,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉11区,,,,"50,046",今野 智博,今野,智博,42,無所属,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉11区,,,,"27,387",三角 創太,三角,創太,29,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉11区,,,,"24,624",柴岡 祐真,柴岡,祐真,33,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉12区,,,当,"86,499",野中  厚,野中,厚,40,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉12区,,,当比,"86,007",森田 俊和,森田,俊和,43,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉12区,,,,"19,878",林  秀洋,林,秀洋,43,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉13区,,,当,"104,500",土屋 品子,土屋,品子,65,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉13区,,,,"57,947",北角 嘉幸,北角,嘉幸,54,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉13区,,,,"36,755",池田万佐代,,,58,社民,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉14区,,,当,"98,443",三ツ林裕巳,,,62,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉14区,,,,"62,733",鈴木 義弘,鈴木,義弘,54,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉14区,,,,"32,017",苗村 京子,苗村,京子,58,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉14区,,,,"13,926",榛野  博,榛野,博,47,維新,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉15区,,,当,"96,185",田中 良生,田中,良生,53,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉15区,,,,"48,729",高山 智司,高山,智司,47,希望,元,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉15区,,,,"39,497",梅村早江子,,,53,共産,前,https://mainichi.jp/senkyo/48shu/area/?kid=11
埼玉15区,,,,"15,014",高橋 英明,高橋,英明,54,維新,新,https://mainichi.jp/senkyo/48shu/area/?kid=11
千葉1区,,,当,"82,838",門山 宏哲,門山,宏哲,53,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉1区,,,当比,"81,481",田嶋  要,田嶋,要,56,希望,前,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉1区,,,,"24,231",大野  隆,大野,隆,48,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉1区,,,,"15,014",長谷川 豊,長谷川,豊,42,維新,新,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉2区,,,当,"108,964",小林 鷹之,小林,鷹之,42,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉2区,,,,"54,035",樋口 博康,樋口,博康,58,立憲民主,新,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉2区,,,,"28,878",竹ヶ原裕美子,,,46,希望,新,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉2区,,,,"16,491",上野 洋嗣,上野,洋嗣,40,共産,新,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉2区,,,,"14,885",藤巻 健太,藤巻,健太,34,維新,新,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉3区,,,当,"85,461",松野 博一,松野,博一,55,自民,前,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉3区,,,当比,"52,018",岡島 一正,岡島,一正,59,立憲民主,元,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉3区,,,,"22,962",櫛渕 万里,櫛渕,万里,50,希望,元,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉4区,,,当,"131,024",野田 佳彦,野田,佳彦,60,無所属,前,https://mainichi.jp/senkyo/48shu/area/?kid=12
千葉4区,,,当比,"61,804",木村 哲也,木村,哲也,48,自民,新,https://mainichi.jp/senkyo/48shu/area/?kid=12
